GCF_016748085.1,GCF_002952675.1,GCF_002951975.1,GCF_002952595.1,GCF_001653415.1,GCF_900638475.1,GCF_016749215.1,GCF_019974055.1,GCF_013122055.1,GCF_003050665.1
GCF_016748085.1;protein_305,GCF_002952675.1;protein_1138,GCF_002951975.1;protein_1133,GCF_002952595.1;protein_1133,GCF_001653415.1;protein_373,GCF_900638475.1;protein_1114,GCF_016749215.1;protein_316,GCF_019974055.1;protein_502,GCF_013122055.1;protein_491,GCF_003050665.1;protein_598
GCF_016748085.1;protein_306,GCF_002952675.1;protein_1137,GCF_002951975.1;protein_1132,GCF_002952595.1;protein_1132,GCF_001653415.1;protein_374,GCF_900638475.1;protein_1113,GCF_016749215.1;protein_317,GCF_019974055.1;protein_503,GCF_013122055.1;protein_492,GCF_003050665.1;protein_597
GCF_016748085.1;protein_307,GCF_002952675.1;protein_1136,GCF_002951975.1;protein_1131,GCF_002952595.1;protein_1131,GCF_001653415.1;protein_375,GCF_900638475.1;protein_1112,GCF_016749215.1;protein_318,GCF_019974055.1;protein_504,GCF_013122055.1;protein_493,GCF_003050665.1;protein_596
GCF_016748085.1;protein_308,GCF_002952675.1;protein_1135,GCF_002951975.1;protein_1130,GCF_002952595.1;protein_1130,GCF_001653415.1;protein_376,GCF_900638475.1;protein_1111,GCF_016749215.1;protein_319,GCF_019974055.1;protein_505,GCF_013122055.1;protein_494,GCF_003050665.1;protein_595
GCF_016748085.1;protein_309,GCF_002952675.1;protein_1134,GCF_002951975.1;protein_1129,GCF_002952595.1;protein_1129,GCF_001653415.1;protein_377,GCF_900638475.1;protein_1110,GCF_016749215.1;protein_320,GCF_019974055.1;protein_506,GCF_013122055.1;protein_495,GCF_003050665.1;protein_594
GCF_016748085.1;protein_31,GCF_002952675.1;protein_1453,GCF_002951975.1;protein_1449,GCF_002952595.1;protein_1448,GCF_001653415.1;protein_88,GCF_900638475.1;protein_184,GCF_016749215.1;protein_33,GCF_019974055.1;protein_148,GCF_013122055.1;protein_219,GCF_003050665.1;protein_1008
GCF_016748085.1;protein_310,GCF_002952675.1;protein_1133,GCF_002951975.1;protein_1128,GCF_002952595.1;protein_1128,GCF_001653415.1;protein_378,GCF_900638475.1;protein_1109,GCF_016749215.1;protein_321,GCF_019974055.1;protein_507,GCF_013122055.1;protein_496,GCF_003050665.1;protein_593
GCF_016748085.1;protein_311,GCF_002952675.1;protein_1132,GCF_002951975.1;protein_1127,GCF_002952595.1;protein_1127,GCF_001653415.1;protein_379,GCF_900638475.1;protein_1108,GCF_016749215.1;protein_322,GCF_019974055.1;protein_508,GCF_013122055.1;protein_497,GCF_003050665.1;protein_592
GCF_016748085.1;protein_312,GCF_002952675.1;protein_1131,GCF_002951975.1;protein_1126,GCF_002952595.1;protein_1126,GCF_001653415.1;protein_380,GCF_900638475.1;protein_1107,GCF_016749215.1;protein_323,GCF_019974055.1;protein_509,GCF_013122055.1;protein_498,GCF_003050665.1;protein_591
GCF_016748085.1;protein_313,GCF_002952675.1;protein_1130,GCF_002951975.1;protein_1125,GCF_002952595.1;protein_1125,GCF_001653415.1;protein_381,GCF_900638475.1;protein_1106,GCF_016749215.1;protein_324,GCF_019974055.1;protein_510,GCF_013122055.1;protein_499,GCF_003050665.1;protein_590
GCF_016748085.1;protein_314,GCF_002952675.1;protein_1129,GCF_002951975.1;protein_1124,GCF_002952595.1;protein_1124,GCF_001653415.1;protein_382,GCF_900638475.1;protein_1105,GCF_016749215.1;protein_325,GCF_019974055.1;protein_511,GCF_013122055.1;protein_500,GCF_003050665.1;protein_589
GCF_016748085.1;protein_315,GCF_002952675.1;protein_1128,GCF_002951975.1;protein_1123,GCF_002952595.1;protein_1123,GCF_001653415.1;protein_383,GCF_900638475.1;protein_1104,GCF_016749215.1;protein_326,GCF_019974055.1;protein_512,GCF_013122055.1;protein_501,GCF_003050665.1;protein_588
GCF_016748085.1;protein_316,GCF_002952675.1;protein_1127,GCF_002951975.1;protein_1122,GCF_002952595.1;protein_1122,GCF_001653415.1;protein_384,GCF_900638475.1;protein_1103,GCF_016749215.1;protein_327,GCF_019974055.1;protein_513,GCF_013122055.1;protein_502,GCF_003050665.1;protein_587
GCF_016748085.1;protein_317,GCF_002952675.1;protein_1126,GCF_002951975.1;protein_1121,GCF_002952595.1;protein_1121,GCF_001653415.1;protein_385,GCF_900638475.1;protein_1102,GCF_016749215.1;protein_328,GCF_019974055.1;protein_514,GCF_013122055.1;protein_503,GCF_003050665.1;protein_586
GCF_016748085.1;protein_32,GCF_002952675.1;protein_1452,GCF_002951975.1;protein_1448,GCF_002952595.1;protein_1447,GCF_001653415.1;protein_89,GCF_900638475.1;protein_185,GCF_016749215.1;protein_34,GCF_019974055.1;protein_147,GCF_013122055.1;protein_220,GCF_003050665.1;protein_1009
GCF_016748085.1;protein_320,GCF_002952675.1;protein_1123,GCF_002951975.1;protein_1118,GCF_002952595.1;protein_1118,GCF_001653415.1;protein_388,GCF_900638475.1;protein_1099,GCF_016749215.1;protein_331,GCF_019974055.1;protein_517,GCF_013122055.1;protein_506,GCF_003050665.1;protein_583
GCF_016748085.1;protein_328,GCF_002952675.1;protein_1122,GCF_002951975.1;protein_1117,GCF_002952595.1;protein_1117,GCF_001653415.1;protein_389,GCF_900638475.1;protein_1098,GCF_016749215.1;protein_332,GCF_019974055.1;protein_518,GCF_013122055.1;protein_507,GCF_003050665.1;protein_582
GCF_016748085.1;protein_329,GCF_002952675.1;protein_1121,GCF_002951975.1;protein_1116,GCF_002952595.1;protein_1116,GCF_001653415.1;protein_390,GCF_900638475.1;protein_1097,GCF_016749215.1;protein_333,GCF_019974055.1;protein_519,GCF_013122055.1;protein_508,GCF_003050665.1;protein_581
GCF_016748085.1;protein_33,GCF_002952675.1;protein_1451,GCF_002951975.1;protein_1447,GCF_002952595.1;protein_1446,GCF_001653415.1;protein_90,GCF_900638475.1;protein_186,GCF_016749215.1;protein_35,GCF_019974055.1;protein_146,GCF_013122055.1;protein_221,GCF_003050665.1;protein_1010
GCF_016748085.1;protein_330,GCF_002952675.1;protein_1120,GCF_002951975.1;protein_1115,GCF_002952595.1;protein_1115,GCF_001653415.1;protein_391,GCF_900638475.1;protein_1096,GCF_016749215.1;protein_334,GCF_019974055.1;protein_520,GCF_013122055.1;protein_509,GCF_003050665.1;protein_580
GCF_016748085.1;protein_331,GCF_002952675.1;protein_1119,GCF_002951975.1;protein_1114,GCF_002952595.1;protein_1114,GCF_001653415.1;protein_392,GCF_900638475.1;protein_1095,GCF_016749215.1;protein_335,GCF_019974055.1;protein_521,GCF_013122055.1;protein_510,GCF_003050665.1;protein_579
GCF_016748085.1;protein_332,GCF_002952675.1;protein_1118,GCF_002951975.1;protein_1113,GCF_002952595.1;protein_1113,GCF_001653415.1;protein_393,GCF_900638475.1;protein_1094,GCF_016749215.1;protein_336,GCF_019974055.1;protein_522,GCF_013122055.1;protein_511,GCF_003050665.1;protein_578
GCF_016748085.1;protein_333,GCF_002952675.1;protein_1117,GCF_002951975.1;protein_1112,GCF_002952595.1;protein_1112,GCF_001653415.1;protein_394,GCF_900638475.1;protein_1093,GCF_016749215.1;protein_337,GCF_019974055.1;protein_523,GCF_013122055.1;protein_512,GCF_003050665.1;protein_577
GCF_016748085.1;protein_334,GCF_002952675.1;protein_1116,GCF_002951975.1;protein_1111,GCF_002952595.1;protein_1111,GCF_001653415.1;protein_395,GCF_900638475.1;protein_1092,GCF_016749215.1;protein_338,GCF_019974055.1;protein_524,GCF_013122055.1;protein_513,GCF_003050665.1;protein_576
GCF_016748085.1;protein_335,GCF_002952675.1;protein_1115,GCF_002951975.1;protein_1110,GCF_002952595.1;protein_1110,GCF_001653415.1;protein_396,GCF_900638475.1;protein_1091,GCF_016749215.1;protein_339,GCF_019974055.1;protein_525,GCF_013122055.1;protein_514,GCF_003050665.1;protein_575
GCF_016748085.1;protein_336,GCF_002952675.1;protein_1114,GCF_002951975.1;protein_1109,GCF_002952595.1;protein_1109,GCF_001653415.1;protein_397,GCF_900638475.1;protein_1090,GCF_016749215.1;protein_340,GCF_019974055.1;protein_526,GCF_013122055.1;protein_515,GCF_003050665.1;protein_574
GCF_016748085.1;protein_339,GCF_002952675.1;protein_1110,GCF_002951975.1;protein_1105,GCF_002952595.1;protein_1105,GCF_001653415.1;protein_402,GCF_900638475.1;protein_1085,GCF_016749215.1;protein_344,GCF_019974055.1;protein_530,GCF_013122055.1;protein_519,GCF_003050665.1;protein_570
GCF_016748085.1;protein_34,GCF_002952675.1;protein_1450,GCF_002951975.1;protein_1446,GCF_002952595.1;protein_1445,GCF_001653415.1;protein_91,GCF_900638475.1;protein_187,GCF_016749215.1;protein_36,GCF_019974055.1;protein_145,GCF_013122055.1;protein_222,GCF_003050665.1;protein_1011
GCF_016748085.1;protein_340,GCF_002952675.1;protein_1109,GCF_002951975.1;protein_1104,GCF_002952595.1;protein_1104,GCF_001653415.1;protein_403,GCF_900638475.1;protein_1084,GCF_016749215.1;protein_345,GCF_019974055.1;protein_531,GCF_013122055.1;protein_520,GCF_003050665.1;protein_569
GCF_016748085.1;protein_341,GCF_002952675.1;protein_1108,GCF_002951975.1;protein_1103,GCF_002952595.1;protein_1103,GCF_001653415.1;protein_404,GCF_900638475.1;protein_1083,GCF_016749215.1;protein_346,GCF_019974055.1;protein_532,GCF_013122055.1;protein_523,GCF_003050665.1;protein_568
GCF_016748085.1;protein_342,GCF_002952675.1;protein_1107,GCF_002951975.1;protein_1102,GCF_002952595.1;protein_1102,GCF_001653415.1;protein_405,GCF_900638475.1;protein_1082,GCF_016749215.1;protein_347,GCF_019974055.1;protein_533,GCF_013122055.1;protein_524,GCF_003050665.1;protein_567
GCF_016748085.1;protein_343,GCF_002952675.1;protein_1106,GCF_002951975.1;protein_1101,GCF_002952595.1;protein_1101,GCF_001653415.1;protein_406,GCF_900638475.1;protein_1081,GCF_016749215.1;protein_348,GCF_019974055.1;protein_534,GCF_013122055.1;protein_525,GCF_003050665.1;protein_566
GCF_016748085.1;protein_344,GCF_002952675.1;protein_1105,GCF_002951975.1;protein_1100,GCF_002952595.1;protein_1100,GCF_001653415.1;protein_407,GCF_900638475.1;protein_1080,GCF_016749215.1;protein_349,GCF_019974055.1;protein_535,GCF_013122055.1;protein_526,GCF_003050665.1;protein_565
GCF_016748085.1;protein_345,GCF_002952675.1;protein_1104,GCF_002951975.1;protein_1099,GCF_002952595.1;protein_1099,GCF_001653415.1;protein_408,GCF_900638475.1;protein_1079,GCF_016749215.1;protein_350,GCF_019974055.1;protein_536,GCF_013122055.1;protein_527,GCF_003050665.1;protein_564
GCF_016748085.1;protein_346,GCF_002952675.1;protein_1103,GCF_002951975.1;protein_1098,GCF_002952595.1;protein_1098,GCF_001653415.1;protein_409,GCF_900638475.1;protein_1078,GCF_016749215.1;protein_351,GCF_019974055.1;protein_537,GCF_013122055.1;protein_528,GCF_003050665.1;protein_563
GCF_016748085.1;protein_347,GCF_002952675.1;protein_1102,GCF_002951975.1;protein_1097,GCF_002952595.1;protein_1097,GCF_001653415.1;protein_410,GCF_900638475.1;protein_1077,GCF_016749215.1;protein_352,GCF_019974055.1;protein_538,GCF_013122055.1;protein_529,GCF_003050665.1;protein_562
GCF_016748085.1;protein_348,GCF_002952675.1;protein_1101,GCF_002951975.1;protein_1096,GCF_002952595.1;protein_1096,GCF_001653415.1;protein_411,GCF_900638475.1;protein_1076,GCF_016749215.1;protein_353,GCF_019974055.1;protein_539,GCF_013122055.1;protein_530,GCF_003050665.1;protein_561
GCF_016748085.1;protein_349,GCF_002952675.1;protein_1100,GCF_002951975.1;protein_1095,GCF_002952595.1;protein_1095,GCF_001653415.1;protein_412,GCF_900638475.1;protein_1075,GCF_016749215.1;protein_354,GCF_019974055.1;protein_540,GCF_013122055.1;protein_531,GCF_003050665.1;protein_560
GCF_016748085.1;protein_35,GCF_002952675.1;protein_1449,GCF_002951975.1;protein_1445,GCF_002952595.1;protein_1444,GCF_001653415.1;protein_92,GCF_900638475.1;protein_188,GCF_016749215.1;protein_37,GCF_019974055.1;protein_144,GCF_013122055.1;protein_223,GCF_003050665.1;protein_1012
GCF_016748085.1;protein_350,GCF_002952675.1;protein_1099,GCF_002951975.1;protein_1094,GCF_002952595.1;protein_1094,GCF_001653415.1;protein_413,GCF_900638475.1;protein_1074,GCF_016749215.1;protein_355,GCF_019974055.1;protein_541,GCF_013122055.1;protein_532,GCF_003050665.1;protein_559
GCF_016748085.1;protein_351,GCF_002952675.1;protein_1098,GCF_002951975.1;protein_1093,GCF_002952595.1;protein_1093,GCF_001653415.1;protein_414,GCF_900638475.1;protein_1073,GCF_016749215.1;protein_356,GCF_019974055.1;protein_542,GCF_013122055.1;protein_533,GCF_003050665.1;protein_558
GCF_016748085.1;protein_352,GCF_002952675.1;protein_1095,GCF_002951975.1;protein_1090,GCF_002952595.1;protein_1090,GCF_001653415.1;protein_417,GCF_900638475.1;protein_1070,GCF_016749215.1;protein_357,GCF_019974055.1;protein_753,GCF_013122055.1;protein_536,GCF_003050665.1;protein_553
GCF_016748085.1;protein_353,GCF_002952675.1;protein_1094,GCF_002951975.1;protein_1089,GCF_002952595.1;protein_1089,GCF_001653415.1;protein_418,GCF_900638475.1;protein_1069,GCF_016749215.1;protein_358,GCF_019974055.1;protein_754,GCF_013122055.1;protein_537,GCF_003050665.1;protein_552
GCF_016748085.1;protein_354,GCF_002952675.1;protein_1093,GCF_002951975.1;protein_1088,GCF_002952595.1;protein_1088,GCF_001653415.1;protein_419,GCF_900638475.1;protein_1068,GCF_016749215.1;protein_359,GCF_019974055.1;protein_755,GCF_013122055.1;protein_538,GCF_003050665.1;protein_551
GCF_016748085.1;protein_356,GCF_002952675.1;protein_1091,GCF_002951975.1;protein_1086,GCF_002952595.1;protein_1086,GCF_001653415.1;protein_421,GCF_900638475.1;protein_1066,GCF_016749215.1;protein_360,GCF_019974055.1;protein_757,GCF_013122055.1;protein_540,GCF_003050665.1;protein_549
GCF_016748085.1;protein_357,GCF_002952675.1;protein_1090,GCF_002951975.1;protein_1085,GCF_002952595.1;protein_1085,GCF_001653415.1;protein_422,GCF_900638475.1;protein_1065,GCF_016749215.1;protein_361,GCF_019974055.1;protein_758,GCF_013122055.1;protein_541,GCF_003050665.1;protein_548
GCF_016748085.1;protein_358,GCF_002952675.1;protein_1089,GCF_002951975.1;protein_1084,GCF_002952595.1;protein_1084,GCF_001653415.1;protein_423,GCF_900638475.1;protein_1064,GCF_016749215.1;protein_362,GCF_019974055.1;protein_759,GCF_013122055.1;protein_542,GCF_003050665.1;protein_547
GCF_016748085.1;protein_359,GCF_002952675.1;protein_1088,GCF_002951975.1;protein_1083,GCF_002952595.1;protein_1083,GCF_001653415.1;protein_424,GCF_900638475.1;protein_1063,GCF_016749215.1;protein_363,GCF_019974055.1;protein_760,GCF_013122055.1;protein_543,GCF_003050665.1;protein_546
GCF_016748085.1;protein_36,GCF_002952675.1;protein_1448,GCF_002951975.1;protein_1444,GCF_002952595.1;protein_1443,GCF_001653415.1;protein_93,GCF_900638475.1;protein_189,GCF_016749215.1;protein_38,GCF_019974055.1;protein_143,GCF_013122055.1;protein_224,GCF_003050665.1;protein_1013
GCF_016748085.1;protein_360,GCF_002952675.1;protein_1087,GCF_002951975.1;protein_1082,GCF_002952595.1;protein_1082,GCF_001653415.1;protein_425,GCF_900638475.1;protein_1062,GCF_016749215.1;protein_364,GCF_019974055.1;protein_761,GCF_013122055.1;protein_544,GCF_003050665.1;protein_545
GCF_016748085.1;protein_37,GCF_002952675.1;protein_1447,GCF_002951975.1;protein_1443,GCF_002952595.1;protein_1442,GCF_001653415.1;protein_94,GCF_900638475.1;protein_190,GCF_016749215.1;protein_39,GCF_019974055.1;protein_142,GCF_013122055.1;protein_225,GCF_003050665.1;protein_1014
GCF_016748085.1;protein_38,GCF_002952675.1;protein_1446,GCF_002951975.1;protein_1442,GCF_002952595.1;protein_1441,GCF_001653415.1;protein_95,GCF_900638475.1;protein_191,GCF_016749215.1;protein_40,GCF_019974055.1;protein_141,GCF_013122055.1;protein_226,GCF_003050665.1;protein_1015
GCF_016748085.1;protein_39,GCF_002952675.1;protein_1445,GCF_002951975.1;protein_1441,GCF_002952595.1;protein_1440,GCF_001653415.1;protein_98,GCF_900638475.1;protein_193,GCF_016749215.1;protein_42,GCF_019974055.1;protein_140,GCF_013122055.1;protein_227,GCF_003050665.1;protein_1017
GCF_016748085.1;protein_390,GCF_002952675.1;protein_1072,GCF_002951975.1;protein_1067,GCF_002952595.1;protein_1067,GCF_001653415.1;protein_440,GCF_900638475.1;protein_1047,GCF_016749215.1;protein_379,GCF_019974055.1;protein_776,GCF_013122055.1;protein_559,GCF_003050665.1;protein_530
GCF_016748085.1;protein_391,GCF_002952675.1;protein_1071,GCF_002951975.1;protein_1066,GCF_002952595.1;protein_1066,GCF_001653415.1;protein_441,GCF_900638475.1;protein_1046,GCF_016749215.1;protein_380,GCF_019974055.1;protein_777,GCF_013122055.1;protein_560,GCF_003050665.1;protein_529
GCF_016748085.1;protein_392,GCF_002952675.1;protein_1070,GCF_002951975.1;protein_1065,GCF_002952595.1;protein_1065,GCF_001653415.1;protein_442,GCF_900638475.1;protein_1045,GCF_016749215.1;protein_381,GCF_019974055.1;protein_778,GCF_013122055.1;protein_561,GCF_003050665.1;protein_528
GCF_016748085.1;protein_393,GCF_002952675.1;protein_1069,GCF_002951975.1;protein_1064,GCF_002952595.1;protein_1064,GCF_001653415.1;protein_443,GCF_900638475.1;protein_1044,GCF_016749215.1;protein_382,GCF_019974055.1;protein_779,GCF_013122055.1;protein_562,GCF_003050665.1;protein_527
GCF_016748085.1;protein_394,GCF_002952675.1;protein_1068,GCF_002951975.1;protein_1063,GCF_002952595.1;protein_1063,GCF_001653415.1;protein_444,GCF_900638475.1;protein_1043,GCF_016749215.1;protein_383,GCF_019974055.1;protein_780,GCF_013122055.1;protein_563,GCF_003050665.1;protein_526
GCF_016748085.1;protein_395,GCF_002952675.1;protein_1067,GCF_002951975.1;protein_1062,GCF_002952595.1;protein_1062,GCF_001653415.1;protein_445,GCF_900638475.1;protein_1042,GCF_016749215.1;protein_384,GCF_019974055.1;protein_781,GCF_013122055.1;protein_564,GCF_003050665.1;protein_525
GCF_016748085.1;protein_396,GCF_002952675.1;protein_1066,GCF_002951975.1;protein_1061,GCF_002952595.1;protein_1061,GCF_001653415.1;protein_446,GCF_900638475.1;protein_1041,GCF_016749215.1;protein_385,GCF_019974055.1;protein_782,GCF_013122055.1;protein_565,GCF_003050665.1;protein_524
GCF_016748085.1;protein_397,GCF_002952675.1;protein_1065,GCF_002951975.1;protein_1060,GCF_002952595.1;protein_1060,GCF_001653415.1;protein_447,GCF_900638475.1;protein_1040,GCF_016749215.1;protein_386,GCF_019974055.1;protein_783,GCF_013122055.1;protein_566,GCF_003050665.1;protein_523
GCF_016748085.1;protein_398,GCF_002952675.1;protein_1064,GCF_002951975.1;protein_1059,GCF_002952595.1;protein_1059,GCF_001653415.1;protein_448,GCF_900638475.1;protein_1039,GCF_016749215.1;protein_387,GCF_019974055.1;protein_784,GCF_013122055.1;protein_567,GCF_003050665.1;protein_522
GCF_016748085.1;protein_4,GCF_002952675.1;protein_1481,GCF_002951975.1;protein_1477,GCF_002952595.1;protein_1476,GCF_001653415.1;protein_58,GCF_900638475.1;protein_157,GCF_016749215.1;protein_4,GCF_019974055.1;protein_176,GCF_013122055.1;protein_189,GCF_003050665.1;protein_980
GCF_016748085.1;protein_40,GCF_002952675.1;protein_1444,GCF_002951975.1;protein_1440,GCF_002952595.1;protein_1439,GCF_001653415.1;protein_99,GCF_900638475.1;protein_194,GCF_016749215.1;protein_43,GCF_019974055.1;protein_139,GCF_013122055.1;protein_228,GCF_003050665.1;protein_1018
GCF_016748085.1;protein_400,GCF_002952675.1;protein_1062,GCF_002951975.1;protein_1057,GCF_002952595.1;protein_1057,GCF_001653415.1;protein_449,GCF_900638475.1;protein_1038,GCF_016749215.1;protein_389,GCF_019974055.1;protein_786,GCF_013122055.1;protein_569,GCF_003050665.1;protein_520
GCF_016748085.1;protein_401,GCF_002952675.1;protein_1061,GCF_002951975.1;protein_1056,GCF_002952595.1;protein_1056,GCF_001653415.1;protein_450,GCF_900638475.1;protein_1037,GCF_016749215.1;protein_390,GCF_019974055.1;protein_787,GCF_013122055.1;protein_570,GCF_003050665.1;protein_519
GCF_016748085.1;protein_402,GCF_002952675.1;protein_1060,GCF_002951975.1;protein_1055,GCF_002952595.1;protein_1055,GCF_001653415.1;protein_452,GCF_900638475.1;protein_1036,GCF_016749215.1;protein_392,GCF_019974055.1;protein_788,GCF_013122055.1;protein_571,GCF_003050665.1;protein_518
GCF_016748085.1;protein_403,GCF_002952675.1;protein_1059,GCF_002951975.1;protein_1054,GCF_002952595.1;protein_1054,GCF_001653415.1;protein_453,GCF_900638475.1;protein_1035,GCF_016749215.1;protein_393,GCF_019974055.1;protein_789,GCF_013122055.1;protein_572,GCF_003050665.1;protein_517
GCF_016748085.1;protein_404,GCF_002952675.1;protein_1058,GCF_002951975.1;protein_1053,GCF_002952595.1;protein_1053,GCF_001653415.1;protein_454,GCF_900638475.1;protein_1034,GCF_016749215.1;protein_394,GCF_019974055.1;protein_790,GCF_013122055.1;protein_573,GCF_003050665.1;protein_516
GCF_016748085.1;protein_405,GCF_002952675.1;protein_1057,GCF_002951975.1;protein_1052,GCF_002952595.1;protein_1052,GCF_001653415.1;protein_455,GCF_900638475.1;protein_1033,GCF_016749215.1;protein_395,GCF_019974055.1;protein_791,GCF_013122055.1;protein_574,GCF_003050665.1;protein_515
GCF_016748085.1;protein_406,GCF_002952675.1;protein_1056,GCF_002951975.1;protein_1051,GCF_002952595.1;protein_1051,GCF_001653415.1;protein_456,GCF_900638475.1;protein_1032,GCF_016749215.1;protein_396,GCF_019974055.1;protein_792,GCF_013122055.1;protein_575,GCF_003050665.1;protein_514
GCF_016748085.1;protein_407,GCF_002952675.1;protein_1055,GCF_002951975.1;protein_1050,GCF_002952595.1;protein_1050,GCF_001653415.1;protein_457,GCF_900638475.1;protein_1031,GCF_016749215.1;protein_397,GCF_019974055.1;protein_793,GCF_013122055.1;protein_576,GCF_003050665.1;protein_513
GCF_016748085.1;protein_408,GCF_002952675.1;protein_1054,GCF_002951975.1;protein_1049,GCF_002952595.1;protein_1049,GCF_001653415.1;protein_458,GCF_900638475.1;protein_1030,GCF_016749215.1;protein_398,GCF_019974055.1;protein_794,GCF_013122055.1;protein_577,GCF_003050665.1;protein_512
GCF_016748085.1;protein_409,GCF_002952675.1;protein_1053,GCF_002951975.1;protein_1048,GCF_002952595.1;protein_1048,GCF_001653415.1;protein_459,GCF_900638475.1;protein_1029,GCF_016749215.1;protein_399,GCF_019974055.1;protein_795,GCF_013122055.1;protein_578,GCF_003050665.1;protein_511
GCF_016748085.1;protein_41,GCF_002952675.1;protein_1443,GCF_002951975.1;protein_1439,GCF_002952595.1;protein_1438,GCF_001653415.1;protein_100,GCF_900638475.1;protein_195,GCF_016749215.1;protein_44,GCF_019974055.1;protein_138,GCF_013122055.1;protein_229,GCF_003050665.1;protein_1019
GCF_016748085.1;protein_410,GCF_002952675.1;protein_1052,GCF_002951975.1;protein_1047,GCF_002952595.1;protein_1047,GCF_001653415.1;protein_460,GCF_900638475.1;protein_1028,GCF_016749215.1;protein_400,GCF_019974055.1;protein_796,GCF_013122055.1;protein_579,GCF_003050665.1;protein_510
GCF_016748085.1;protein_411,GCF_002952675.1;protein_1051,GCF_002951975.1;protein_1046,GCF_002952595.1;protein_1046,GCF_001653415.1;protein_461,GCF_900638475.1;protein_1027,GCF_016749215.1;protein_401,GCF_019974055.1;protein_797,GCF_013122055.1;protein_580,GCF_003050665.1;protein_509
GCF_016748085.1;protein_412,GCF_002952675.1;protein_1050,GCF_002951975.1;protein_1045,GCF_002952595.1;protein_1045,GCF_001653415.1;protein_462,GCF_900638475.1;protein_1026,GCF_016749215.1;protein_402,GCF_019974055.1;protein_798,GCF_013122055.1;protein_581,GCF_003050665.1;protein_508
GCF_016748085.1;protein_413,GCF_002952675.1;protein_1049,GCF_002951975.1;protein_1044,GCF_002952595.1;protein_1044,GCF_001653415.1;protein_463,GCF_900638475.1;protein_1025,GCF_016749215.1;protein_403,GCF_019974055.1;protein_799,GCF_013122055.1;protein_582,GCF_003050665.1;protein_507
GCF_016748085.1;protein_414,GCF_002952675.1;protein_1048,GCF_002951975.1;protein_1043,GCF_002952595.1;protein_1043,GCF_001653415.1;protein_464,GCF_900638475.1;protein_1024,GCF_016749215.1;protein_404,GCF_019974055.1;protein_800,GCF_013122055.1;protein_583,GCF_003050665.1;protein_506
GCF_016748085.1;protein_415,GCF_002952675.1;protein_1047,GCF_002951975.1;protein_1042,GCF_002952595.1;protein_1042,GCF_001653415.1;protein_465,GCF_900638475.1;protein_1023,GCF_016749215.1;protein_405,GCF_019974055.1;protein_801,GCF_013122055.1;protein_584,GCF_003050665.1;protein_505
GCF_016748085.1;protein_416,GCF_002952675.1;protein_1046,GCF_002951975.1;protein_1041,GCF_002952595.1;protein_1041,GCF_001653415.1;protein_466,GCF_900638475.1;protein_1022,GCF_016749215.1;protein_406,GCF_019974055.1;protein_802,GCF_013122055.1;protein_585,GCF_003050665.1;protein_504
GCF_016748085.1;protein_417,GCF_002952675.1;protein_1045,GCF_002951975.1;protein_1040,GCF_002952595.1;protein_1040,GCF_001653415.1;protein_467,GCF_900638475.1;protein_1021,GCF_016749215.1;protein_407,GCF_019974055.1;protein_803,GCF_013122055.1;protein_586,GCF_003050665.1;protein_503
GCF_016748085.1;protein_418,GCF_002952675.1;protein_1044,GCF_002951975.1;protein_1039,GCF_002952595.1;protein_1039,GCF_001653415.1;protein_468,GCF_900638475.1;protein_1020,GCF_016749215.1;protein_408,GCF_019974055.1;protein_804,GCF_013122055.1;protein_587,GCF_003050665.1;protein_502
GCF_016748085.1;protein_419,GCF_002952675.1;protein_1043,GCF_002951975.1;protein_1038,GCF_002952595.1;protein_1038,GCF_001653415.1;protein_469,GCF_900638475.1;protein_1019,GCF_016749215.1;protein_409,GCF_019974055.1;protein_805,GCF_013122055.1;protein_588,GCF_003050665.1;protein_501
GCF_016748085.1;protein_420,GCF_002952675.1;protein_1042,GCF_002951975.1;protein_1037,GCF_002952595.1;protein_1037,GCF_001653415.1;protein_470,GCF_900638475.1;protein_1018,GCF_016749215.1;protein_410,GCF_019974055.1;protein_806,GCF_013122055.1;protein_589,GCF_003050665.1;protein_500
GCF_016748085.1;protein_421,GCF_002952675.1;protein_1041,GCF_002951975.1;protein_1036,GCF_002952595.1;protein_1036,GCF_001653415.1;protein_471,GCF_900638475.1;protein_1017,GCF_016749215.1;protein_411,GCF_019974055.1;protein_807,GCF_013122055.1;protein_590,GCF_003050665.1;protein_499
GCF_016748085.1;protein_422,GCF_002952675.1;protein_1040,GCF_002951975.1;protein_1035,GCF_002952595.1;protein_1035,GCF_001653415.1;protein_472,GCF_900638475.1;protein_1016,GCF_016749215.1;protein_412,GCF_019974055.1;protein_808,GCF_013122055.1;protein_591,GCF_003050665.1;protein_498
GCF_016748085.1;protein_423,GCF_002952675.1;protein_1039,GCF_002951975.1;protein_1034,GCF_002952595.1;protein_1034,GCF_001653415.1;protein_473,GCF_900638475.1;protein_1015,GCF_016749215.1;protein_413,GCF_019974055.1;protein_809,GCF_013122055.1;protein_592,GCF_003050665.1;protein_497
GCF_016748085.1;protein_424,GCF_002952675.1;protein_1038,GCF_002951975.1;protein_1033,GCF_002952595.1;protein_1033,GCF_001653415.1;protein_474,GCF_900638475.1;protein_1014,GCF_016749215.1;protein_414,GCF_019974055.1;protein_810,GCF_013122055.1;protein_593,GCF_003050665.1;protein_496
