GCF_006337745.1;protein_393,GCF_016749335.1;protein_1081,GCF_030062605.1;protein_1453,GCF_003636855.2;protein_769,GCF_007836855.1;protein_326,,,,,
GCF_006337745.1;protein_394,GCF_016749335.1;protein_1080,GCF_030062605.1;protein_1452,GCF_003636855.2;protein_770,GCF_007836855.1;protein_327,,,,,
GCF_006337745.1;protein_395,GCF_016749335.1;protein_1079,GCF_030062605.1;protein_1451,GCF_003636855.2;protein_771,GCF_007836855.1;protein_328,,,,,
GCF_006337745.1;protein_396,GCF_016749335.1;protein_1078,GCF_030062605.1;protein_1450,GCF_003636855.2;protein_772,GCF_007836855.1;protein_329,,,,,
GCF_006337745.1;protein_397,GCF_016749335.1;protein_1077,GCF_030062605.1;protein_1449,GCF_003636855.2;protein_773,GCF_007836855.1;protein_330,,,,,
GCF_006337745.1;protein_398,GCF_016749335.1;protein_1076,GCF_030062605.1;protein_1448,GCF_003636855.2;protein_774,GCF_007836855.1;protein_331,,,,,
GCF_006337745.1;protein_399,GCF_016749335.1;protein_1075,GCF_030062605.1;protein_1447,GCF_003636855.2;protein_775,GCF_007836855.1;protein_332,,,,,
GCF_006337745.1;protein_4,GCF_016749335.1;protein_1452,GCF_030062605.1;protein_86,GCF_003636855.2;protein_383,GCF_007836855.1;protein_4,,,,,
GCF_006337745.1;protein_40,GCF_016749335.1;protein_1413,GCF_030062605.1;protein_47,GCF_003636855.2;protein_346,GCF_007836855.1;protein_42,,,,,
GCF_006337745.1;protein_400,GCF_016749335.1;protein_1074,GCF_030062605.1;protein_1446,GCF_003636855.2;protein_776,GCF_007836855.1;protein_333,,,,,
GCF_006337745.1;protein_401,GCF_016749335.1;protein_1073,,,GCF_007836855.1;protein_334,,,,,
GCF_006337745.1;protein_402,GCF_016749335.1;protein_1072,GCF_030062605.1;protein_1444,GCF_003636855.2;protein_778,GCF_007836855.1;protein_335,,,,,
GCF_006337745.1;protein_403,GCF_016749335.1;protein_1071,GCF_030062605.1;protein_1443,GCF_003636855.2;protein_779,GCF_007836855.1;protein_336,,,,,
GCF_006337745.1;protein_404,GCF_016749335.1;protein_1070,GCF_030062605.1;protein_1442,GCF_003636855.2;protein_780,GCF_007836855.1;protein_337,,,,,
GCF_006337745.1;protein_405,GCF_016749335.1;protein_1069,GCF_030062605.1;protein_1441,GCF_003636855.2;protein_781,GCF_007836855.1;protein_338,,,,,
GCF_006337745.1;protein_406,GCF_016749335.1;protein_1068,GCF_030062605.1;protein_1440,GCF_003636855.2;protein_782,GCF_007836855.1;protein_339,,,,,
GCF_006337745.1;protein_407,GCF_016749335.1;protein_1067,GCF_030062605.1;protein_1439,GCF_003636855.2;protein_783,GCF_007836855.1;protein_340,,,,,
GCF_006337745.1;protein_408,GCF_016749335.1;protein_1066,GCF_030062605.1;protein_1438,GCF_003636855.2;protein_784,GCF_007836855.1;protein_341,,,,,
GCF_006337745.1;protein_409,GCF_016749335.1;protein_1065,GCF_030062605.1;protein_1437,GCF_003636855.2;protein_785,GCF_007836855.1;protein_342,,,,,
GCF_006337745.1;protein_41,GCF_016749335.1;protein_1412,GCF_030062605.1;protein_46,GCF_003636855.2;protein_345,GCF_007836855.1;protein_43,,,,,
GCF_006337745.1;protein_410,GCF_016749335.1;protein_1064,GCF_030062605.1;protein_1436,GCF_003636855.2;protein_786,GCF_007836855.1;protein_343,,,,,
GCF_006337745.1;protein_411,GCF_016749335.1;protein_1063,GCF_030062605.1;protein_1435,GCF_003636855.2;protein_787,GCF_007836855.1;protein_344,,,,,
GCF_006337745.1;protein_412,GCF_016749335.1;protein_1062,GCF_030062605.1;protein_1434,GCF_003636855.2;protein_788,GCF_007836855.1;protein_345,,,,,
GCF_006337745.1;protein_414,,,,GCF_007836855.1;protein_602,,,,,
GCF_006337745.1;protein_416,GCF_016749335.1;protein_1056,GCF_030062605.1;protein_1177,GCF_003636855.2;protein_792,GCF_007836855.1;protein_350,,,,,
GCF_006337745.1;protein_417,GCF_016749335.1;protein_1055,GCF_030062605.1;protein_1176,GCF_003636855.2;protein_793,GCF_007836855.1;protein_351,,,,,
GCF_006337745.1;protein_418,GCF_016749335.1;protein_1054,GCF_030062605.1;protein_1175,GCF_003636855.2;protein_794,GCF_007836855.1;protein_352,,,,,
GCF_006337745.1;protein_419,GCF_016749335.1;protein_1053,GCF_030062605.1;protein_1174,GCF_003636855.2;protein_795,GCF_007836855.1;protein_353,,,,,
GCF_006337745.1;protein_42,GCF_016749335.1;protein_1411,GCF_030062605.1;protein_45,GCF_003636855.2;protein_344,GCF_007836855.1;protein_44,,,,,
GCF_006337745.1;protein_420,GCF_016749335.1;protein_1052,GCF_030062605.1;protein_1173,GCF_003636855.2;protein_796,GCF_007836855.1;protein_354,,,,,
GCF_006337745.1;protein_421,GCF_016749335.1;protein_1051,GCF_030062605.1;protein_1172,GCF_003636855.2;protein_797,GCF_007836855.1;protein_355,,,,,
GCF_006337745.1;protein_422,GCF_016749335.1;protein_1050,GCF_030062605.1;protein_1171,GCF_003636855.2;protein_798,GCF_007836855.1;protein_356,,,,,
GCF_006337745.1;protein_423,GCF_016749335.1;protein_1049,GCF_030062605.1;protein_1170,GCF_003636855.2;protein_799,GCF_007836855.1;protein_357,,,,,
GCF_006337745.1;protein_424,GCF_016749335.1;protein_1048,GCF_030062605.1;protein_1169,GCF_003636855.2;protein_800,GCF_007836855.1;protein_358,,,,,
GCF_006337745.1;protein_425,GCF_016749335.1;protein_1047,GCF_030062605.1;protein_1168,GCF_003636855.2;protein_801,GCF_007836855.1;protein_359,,,,,
GCF_006337745.1;protein_426,GCF_016749335.1;protein_1045,GCF_030062605.1;protein_1166,GCF_003636855.2;protein_803,GCF_007836855.1;protein_361,,,,,
GCF_006337745.1;protein_427,GCF_016749335.1;protein_1044,GCF_030062605.1;protein_1165,GCF_003636855.2;protein_804,GCF_007836855.1;protein_362,,,,,
GCF_006337745.1;protein_428,GCF_016749335.1;protein_1043,GCF_030062605.1;protein_1164,GCF_003636855.2;protein_805,GCF_007836855.1;protein_363,,,,,
GCF_006337745.1;protein_429,GCF_016749335.1;protein_1042,GCF_030062605.1;protein_1163,GCF_003636855.2;protein_806,GCF_007836855.1;protein_364,,,,,
GCF_006337745.1;protein_43,GCF_016749335.1;protein_1410,GCF_030062605.1;protein_44,GCF_003636855.2;protein_343,GCF_007836855.1;protein_45,,,,,
GCF_006337745.1;protein_430,GCF_016749335.1;protein_1041,GCF_030062605.1;protein_1162,GCF_003636855.2;protein_807,GCF_007836855.1;protein_365,,,,,
GCF_006337745.1;protein_431,GCF_016749335.1;protein_1040,GCF_030062605.1;protein_1161,GCF_003636855.2;protein_808,GCF_007836855.1;protein_366,,,,,
GCF_006337745.1;protein_432,GCF_016749335.1;protein_1039,GCF_030062605.1;protein_1160,GCF_003636855.2;protein_809,GCF_007836855.1;protein_367,,,,,
GCF_006337745.1;protein_437,GCF_016749335.1;protein_343,GCF_030062605.1;protein_278,GCF_003636855.2;protein_1463,GCF_007836855.1;protein_1107,,,,,
GCF_006337745.1;protein_438,GCF_016749335.1;protein_344,GCF_030062605.1;protein_279,GCF_003636855.2;protein_1462,GCF_007836855.1;protein_1106,,,,,
GCF_030062605.1;protein_280,GCF_003636855.2;protein_1461,GCF_007836855.1;protein_1105,,GCF_016749335.1;protein_345,GCF_006337745.1;protein_439,,,,
GCF_006337745.1;protein_44,GCF_016749335.1;protein_1409,GCF_030062605.1;protein_43,GCF_003636855.2;protein_342,GCF_007836855.1;protein_46,,,,,
GCF_006337745.1;protein_440,GCF_016749335.1;protein_346,GCF_030062605.1;protein_281,GCF_003636855.2;protein_1460,GCF_007836855.1;protein_1104,,,,,
GCF_006337745.1;protein_441,GCF_016749335.1;protein_347,GCF_030062605.1;protein_282,GCF_003636855.2;protein_1459,GCF_007836855.1;protein_1103,,,,,
GCF_006337745.1;protein_442,GCF_016749335.1;protein_348,GCF_030062605.1;protein_283,GCF_003636855.2;protein_1458,GCF_007836855.1;protein_1102,,,,,
GCF_006337745.1;protein_443,GCF_016749335.1;protein_349,GCF_030062605.1;protein_284,GCF_003636855.2;protein_1457,GCF_007836855.1;protein_1101,,,,,
GCF_006337745.1;protein_444,GCF_016749335.1;protein_350,GCF_030062605.1;protein_285,GCF_003636855.2;protein_1456,GCF_007836855.1;protein_1100,,,,,
GCF_006337745.1;protein_445,GCF_016749335.1;protein_351,GCF_030062605.1;protein_286,GCF_003636855.2;protein_1455,GCF_007836855.1;protein_1099,,,,,
GCF_006337745.1;protein_446,GCF_016749335.1;protein_352,GCF_030062605.1;protein_287,GCF_003636855.2;protein_1454,GCF_007836855.1;protein_1098,,,,,
GCF_006337745.1;protein_447,GCF_016749335.1;protein_353,GCF_030062605.1;protein_288,GCF_003636855.2;protein_1453,GCF_007836855.1;protein_1097,,,,,
GCF_006337745.1;protein_448,GCF_016749335.1;protein_354,GCF_030062605.1;protein_289,GCF_003636855.2;protein_1452,GCF_007836855.1;protein_1096,,,,,
GCF_006337745.1;protein_449,GCF_016749335.1;protein_355,GCF_030062605.1;protein_290,GCF_003636855.2;protein_1451,GCF_007836855.1;protein_1095,,,,,
GCF_006337745.1;protein_45,GCF_016749335.1;protein_1408,GCF_030062605.1;protein_42,GCF_003636855.2;protein_341,GCF_007836855.1;protein_47,,,,,
GCF_006337745.1;protein_450,GCF_016749335.1;protein_356,,GCF_003636855.2;protein_1450,,,,,,
GCF_006337745.1;protein_452,GCF_016749335.1;protein_358,GCF_030062605.1;protein_291,GCF_003636855.2;protein_1448,GCF_007836855.1;protein_1092,,,,,
GCF_006337745.1;protein_453,GCF_016749335.1;protein_359,GCF_030062605.1;protein_292,GCF_003636855.2;protein_1447,GCF_007836855.1;protein_1091,,,,,
GCF_006337745.1;protein_454,GCF_016749335.1;protein_360,GCF_030062605.1;protein_293,GCF_003636855.2;protein_1446,GCF_007836855.1;protein_1090,,,,,
GCF_006337745.1;protein_455,GCF_016749335.1;protein_361,,,GCF_007836855.1;protein_1089,,,,,
GCF_006337745.1;protein_456,GCF_016749335.1;protein_362,GCF_030062605.1;protein_294,GCF_003636855.2;protein_1445,GCF_007836855.1;protein_1088,,,,,
GCF_006337745.1;protein_457,GCF_016749335.1;protein_363,GCF_030062605.1;protein_295,GCF_003636855.2;protein_1444,GCF_007836855.1;protein_1087,,,,,
GCF_006337745.1;protein_458,GCF_016749335.1;protein_364,GCF_030062605.1;protein_296,GCF_003636855.2;protein_1443,GCF_007836855.1;protein_1086,,,,,
GCF_006337745.1;protein_459,GCF_016749335.1;protein_365,GCF_030062605.1;protein_297,GCF_003636855.2;protein_1442,GCF_007836855.1;protein_1085,,,,,
GCF_006337745.1;protein_46,GCF_016749335.1;protein_1407,GCF_030062605.1;protein_41,GCF_003636855.2;protein_340,GCF_007836855.1;protein_48,,,,,
GCF_006337745.1;protein_460,GCF_016749335.1;protein_366,GCF_030062605.1;protein_298,GCF_003636855.2;protein_1441,GCF_007836855.1;protein_1084,,,,,
GCF_006337745.1;protein_461,GCF_016749335.1;protein_367,GCF_030062605.1;protein_299,GCF_003636855.2;protein_1440,GCF_007836855.1;protein_1083,,,,,
GCF_006337745.1;protein_462,GCF_016749335.1;protein_368,GCF_030062605.1;protein_300,GCF_003636855.2;protein_1439,GCF_007836855.1;protein_1082,,,,,
GCF_006337745.1;protein_463,GCF_016749335.1;protein_369,GCF_030062605.1;protein_301,GCF_003636855.2;protein_1438,GCF_007836855.1;protein_1081,,,,,
GCF_006337745.1;protein_464,GCF_016749335.1;protein_370,GCF_030062605.1;protein_302,GCF_003636855.2;protein_1437,GCF_007836855.1;protein_1080,,,,,
GCF_006337745.1;protein_465,GCF_016749335.1;protein_371,GCF_030062605.1;protein_303,GCF_003636855.2;protein_1436,GCF_007836855.1;protein_1079,,,,,
GCF_006337745.1;protein_466,GCF_016749335.1;protein_372,GCF_030062605.1;protein_304,GCF_003636855.2;protein_1435,GCF_007836855.1;protein_1078,,,,,
GCF_006337745.1;protein_467,GCF_016749335.1;protein_373,GCF_030062605.1;protein_305,GCF_003636855.2;protein_1434,GCF_007836855.1;protein_1077,,,,,
GCF_006337745.1;protein_468,GCF_016749335.1;protein_374,GCF_030062605.1;protein_306,GCF_003636855.2;protein_1433,GCF_007836855.1;protein_1076,,,,,
GCF_006337745.1;protein_469,GCF_016749335.1;protein_375,GCF_030062605.1;protein_307,GCF_003636855.2;protein_1432,GCF_007836855.1;protein_1075,,,,,
GCF_006337745.1;protein_47,GCF_016749335.1;protein_1406,GCF_030062605.1;protein_40,GCF_003636855.2;protein_339,GCF_007836855.1;protein_49,,,,,
GCF_006337745.1;protein_470,GCF_016749335.1;protein_376,GCF_030062605.1;protein_308,GCF_003636855.2;protein_1431,GCF_007836855.1;protein_1074,,,,,
GCF_006337745.1;protein_471,GCF_016749335.1;protein_377,GCF_030062605.1;protein_309,GCF_003636855.2;protein_1430,GCF_007836855.1;protein_1073,,,,,
GCF_006337745.1;protein_472,GCF_016749335.1;protein_378,GCF_030062605.1;protein_310,GCF_003636855.2;protein_1429,GCF_007836855.1;protein_1072,,,,,
GCF_006337745.1;protein_473,GCF_016749335.1;protein_379,GCF_030062605.1;protein_311,GCF_003636855.2;protein_1428,GCF_007836855.1;protein_1071,,,,,
GCF_006337745.1;protein_474,GCF_016749335.1;protein_380,GCF_030062605.1;protein_312,GCF_003636855.2;protein_1427,GCF_007836855.1;protein_1070,,,,,
GCF_006337745.1;protein_475,GCF_016749335.1;protein_381,GCF_030062605.1;protein_313,GCF_003636855.2;protein_1426,GCF_007836855.1;protein_1069,,,,,
GCF_006337745.1;protein_476,GCF_016749335.1;protein_382,GCF_030062605.1;protein_314,GCF_003636855.2;protein_1425,GCF_007836855.1;protein_1068,,,,,
GCF_006337745.1;protein_477,GCF_016749335.1;protein_383,GCF_030062605.1;protein_315,GCF_003636855.2;protein_1424,GCF_007836855.1;protein_1067,,,,,
GCF_006337745.1;protein_478,GCF_016749335.1;protein_384,GCF_030062605.1;protein_316,GCF_003636855.2;protein_1423,GCF_007836855.1;protein_1066,,,,,
GCF_006337745.1;protein_479,GCF_016749335.1;protein_385,GCF_030062605.1;protein_317,GCF_003636855.2;protein_1422,GCF_007836855.1;protein_1065,,,,,
GCF_006337745.1;protein_48,GCF_016749335.1;protein_1405,GCF_030062605.1;protein_39,GCF_003636855.2;protein_338,GCF_007836855.1;protein_50,,,,,
GCF_006337745.1;protein_480,GCF_016749335.1;protein_386,GCF_030062605.1;protein_318,GCF_003636855.2;protein_1421,GCF_007836855.1;protein_1064,,,,,
GCF_006337745.1;protein_481,GCF_016749335.1;protein_387,GCF_030062605.1;protein_319,GCF_003636855.2;protein_1420,GCF_007836855.1;protein_1063,,,,,
GCF_006337745.1;protein_482,GCF_016749335.1;protein_388,GCF_030062605.1;protein_320,GCF_003636855.2;protein_1419,GCF_007836855.1;protein_1062,,,,,
GCF_006337745.1;protein_483,GCF_016749335.1;protein_389,GCF_030062605.1;protein_321,GCF_003636855.2;protein_1418,GCF_007836855.1;protein_1061,,,,,
GCF_006337745.1;protein_484,GCF_016749335.1;protein_390,GCF_030062605.1;protein_322,GCF_003636855.2;protein_1417,GCF_007836855.1;protein_1060,,,,,
GCF_006337745.1;protein_485,GCF_016749335.1;protein_391,GCF_030062605.1;protein_323,GCF_003636855.2;protein_1416,GCF_007836855.1;protein_1059,,,,,
GCF_006337745.1;protein_486,GCF_016749335.1;protein_392,GCF_030062605.1;protein_324,GCF_003636855.2;protein_1415,GCF_007836855.1;protein_1058,,,,,
GCF_006337745.1;protein_488,GCF_016749335.1;protein_393,GCF_030062605.1;protein_325,GCF_003636855.2;protein_1414,GCF_007836855.1;protein_1057,,,,,
GCF_006337745.1;protein_489,GCF_016749335.1;protein_394,GCF_030062605.1;protein_326,GCF_003636855.2;protein_1413,GCF_007836855.1;protein_1056,,,,,
GCF_006337745.1;protein_49,GCF_016749335.1;protein_1404,GCF_030062605.1;protein_38,GCF_003636855.2;protein_337,GCF_007836855.1;protein_51,,,,,
GCF_006337745.1;protein_490,GCF_016749335.1;protein_395,GCF_030062605.1;protein_327,GCF_003636855.2;protein_1412,GCF_007836855.1;protein_1055,,,,,
GCF_006337745.1;protein_491,GCF_016749335.1;protein_396,GCF_030062605.1;protein_328,GCF_003636855.2;protein_1411,GCF_007836855.1;protein_1054,,,,,
GCF_006337745.1;protein_492,GCF_016749335.1;protein_397,GCF_030062605.1;protein_329,GCF_003636855.2;protein_1410,GCF_007836855.1;protein_1053,,,,,
GCF_006337745.1;protein_493,GCF_016749335.1;protein_398,GCF_030062605.1;protein_330,GCF_003636855.2;protein_1409,GCF_007836855.1;protein_1052,,,,,
GCF_006337745.1;protein_494,GCF_016749335.1;protein_399,GCF_030062605.1;protein_331,GCF_003636855.2;protein_1408,GCF_007836855.1;protein_1051,,,,,
GCF_006337745.1;protein_495,GCF_016749335.1;protein_400,GCF_030062605.1;protein_332,GCF_003636855.2;protein_1407,GCF_007836855.1;protein_1050,,,,,
GCF_006337745.1;protein_496,GCF_016749335.1;protein_401,GCF_030062605.1;protein_333,GCF_003636855.2;protein_1406,GCF_007836855.1;protein_1049,,,,,
GCF_006337745.1;protein_497,GCF_016749335.1;protein_402,GCF_030062605.1;protein_334,GCF_003636855.2;protein_1405,GCF_007836855.1;protein_1048,,,,,
GCF_006337745.1;protein_498,GCF_016749335.1;protein_403,GCF_030062605.1;protein_335,GCF_003636855.2;protein_1404,GCF_007836855.1;protein_1047,,,,,
GCF_006337745.1;protein_499,GCF_016749335.1;protein_404,GCF_030062605.1;protein_336,GCF_003636855.2;protein_1403,GCF_007836855.1;protein_1046,,,,,
GCF_006337745.1;protein_5,GCF_016749335.1;protein_1451,GCF_030062605.1;protein_85,GCF_003636855.2;protein_382,GCF_007836855.1;protein_5,,,,,
GCF_006337745.1;protein_50,GCF_016749335.1;protein_1403,GCF_030062605.1;protein_37,GCF_003636855.2;protein_336,GCF_007836855.1;protein_52,,,,,
GCF_006337745.1;protein_500,GCF_016749335.1;protein_405,GCF_030062605.1;protein_337,GCF_003636855.2;protein_1402,GCF_007836855.1;protein_1045,,,,,
GCF_006337745.1;protein_501,GCF_016749335.1;protein_406,GCF_030062605.1;protein_338,GCF_003636855.2;protein_1401,GCF_007836855.1;protein_1044,,,,,
GCF_006337745.1;protein_502,GCF_016749335.1;protein_407,GCF_030062605.1;protein_339,GCF_003636855.2;protein_1400,GCF_007836855.1;protein_1043,,,,,
GCF_006337745.1;protein_503,GCF_016749335.1;protein_408,GCF_030062605.1;protein_340,GCF_003636855.2;protein_1399,GCF_007836855.1;protein_1042,,,,,
GCF_006337745.1;protein_504,GCF_016749335.1;protein_409,GCF_030062605.1;protein_341,GCF_003636855.2;protein_1398,GCF_007836855.1;protein_1041,,,,,
GCF_006337745.1;protein_505,GCF_016749335.1;protein_410,GCF_030062605.1;protein_342,GCF_003636855.2;protein_1397,GCF_007836855.1;protein_1040,,,,,
GCF_006337745.1;protein_506,GCF_016749335.1;protein_411,GCF_030062605.1;protein_343,GCF_003636855.2;protein_1396,GCF_007836855.1;protein_1039,,,,,
GCF_006337745.1;protein_507,GCF_016749335.1;protein_412,GCF_030062605.1;protein_344,GCF_003636855.2;protein_1395,GCF_007836855.1;protein_1038,,,,,
GCF_006337745.1;protein_508,GCF_016749335.1;protein_413,GCF_030062605.1;protein_345,GCF_003636855.2;protein_1394,GCF_007836855.1;protein_1037,,,,,
GCF_006337745.1;protein_509,GCF_016749335.1;protein_414,GCF_030062605.1;protein_346,GCF_003636855.2;protein_1393,GCF_007836855.1;protein_1036,,,,,
GCF_006337745.1;protein_51,GCF_016749335.1;protein_1402,GCF_030062605.1;protein_36,GCF_003636855.2;protein_335,GCF_007836855.1;protein_53,,,,,
GCF_006337745.1;protein_510,GCF_016749335.1;protein_415,GCF_030062605.1;protein_347,GCF_003636855.2;protein_1392,GCF_007836855.1;protein_1035,,,,,
GCF_006337745.1;protein_511,GCF_016749335.1;protein_416,GCF_030062605.1;protein_348,GCF_003636855.2;protein_1391,GCF_007836855.1;protein_1034,,,,,
GCF_006337745.1;protein_512,GCF_016749335.1;protein_417,GCF_030062605.1;protein_349,GCF_003636855.2;protein_1390,GCF_007836855.1;protein_1033,,,,,
GCF_006337745.1;protein_513,GCF_016749335.1;protein_418,GCF_030062605.1;protein_350,GCF_003636855.2;protein_1389,GCF_007836855.1;protein_1032,,,,,
GCF_006337745.1;protein_514,GCF_016749335.1;protein_419,GCF_030062605.1;protein_351,GCF_003636855.2;protein_1388,GCF_007836855.1;protein_1031,,,,,
GCF_006337745.1;protein_515,GCF_016749335.1;protein_420,GCF_030062605.1;protein_352,GCF_003636855.2;protein_1387,GCF_007836855.1;protein_1030,,,,,
GCF_006337745.1;protein_516,GCF_016749335.1;protein_421,GCF_030062605.1;protein_353,GCF_003636855.2;protein_1386,GCF_007836855.1;protein_1029,,,,,
GCF_006337745.1;protein_517,GCF_016749335.1;protein_422,GCF_030062605.1;protein_354,GCF_003636855.2;protein_1385,GCF_007836855.1;protein_1028,,,,,
GCF_006337745.1;protein_518,GCF_016749335.1;protein_423,GCF_030062605.1;protein_355,GCF_003636855.2;protein_1384,GCF_007836855.1;protein_1027,,,,,
GCF_006337745.1;protein_519,GCF_016749335.1;protein_424,GCF_030062605.1;protein_356,GCF_003636855.2;protein_1383,GCF_007836855.1;protein_1026,,,,,
GCF_006337745.1;protein_52,GCF_016749335.1;protein_1401,GCF_030062605.1;protein_35,GCF_003636855.2;protein_334,GCF_007836855.1;protein_54,,,,,
GCF_006337745.1;protein_523,,GCF_030062605.1;protein_753,GCF_003636855.2;protein_1217,,,,,,
GCF_006337745.1;protein_524,,GCF_030062605.1;protein_754,GCF_003636855.2;protein_1218,,,,,,
GCF_006337745.1;protein_525,,,GCF_003636855.2;protein_1219,GCF_007836855.1;protein_452,,,,,
GCF_006337745.1;protein_526,,,GCF_003636855.2;protein_1220,GCF_007836855.1;protein_453,,,,,
GCF_006337745.1;protein_527,,,GCF_003636855.2;protein_1221,GCF_007836855.1;protein_454,,,,,
GCF_006337745.1;protein_528,,,GCF_003636855.2;protein_1222,GCF_007836855.1;protein_455,,,,,
GCF_006337745.1;protein_53,,GCF_030062605.1;protein_34,GCF_003636855.2;protein_333,,,,,,
GCF_006337745.1;protein_533,GCF_016749335.1;protein_444,GCF_030062605.1;protein_1534,GCF_003636855.2;protein_509,GCF_007836855.1;protein_483,,,,,
GCF_006337745.1;protein_534,GCF_016749335.1;protein_443,GCF_030062605.1;protein_1535,GCF_003636855.2;protein_508,GCF_007836855.1;protein_482,,,,,
GCF_006337745.1;protein_535,GCF_016749335.1;protein_442,GCF_030062605.1;protein_1536,GCF_003636855.2;protein_507,GCF_007836855.1;protein_481,,,,,
GCF_006337745.1;protein_536,GCF_016749335.1;protein_441,GCF_030062605.1;protein_1537,GCF_003636855.2;protein_506,GCF_007836855.1;protein_480,,,,,
GCF_006337745.1;protein_537,GCF_016749335.1;protein_440,GCF_030062605.1;protein_1538,GCF_003636855.2;protein_505,GCF_007836855.1;protein_479,,,,,
GCF_007836855.1;protein_478,GCF_030062605.1;protein_1541,,GCF_006337745.1;protein_538,GCF_016749335.1;protein_439,GCF_003636855.2;protein_504,,,,
GCF_006337745.1;protein_539,GCF_016749335.1;protein_438,GCF_030062605.1;protein_1542,GCF_003636855.2;protein_503,GCF_007836855.1;protein_477,,,,,
GCF_006337745.1;protein_540,,,GCF_003636855.2;protein_502,GCF_007836855.1;protein_476,,,,,
GCF_006337745.1;protein_541,GCF_016749335.1;protein_436,GCF_030062605.1;protein_1544,GCF_003636855.2;protein_501,GCF_007836855.1;protein_475,,,,,
GCF_006337745.1;protein_542,GCF_016749335.1;protein_435,GCF_030062605.1;protein_1545,GCF_003636855.2;protein_500,GCF_007836855.1;protein_474,,,,,
GCF_006337745.1;protein_543,GCF_016749335.1;protein_434,,GCF_003636855.2;protein_499,GCF_007836855.1;protein_473,,,,,
GCF_006337745.1;protein_544,GCF_016749335.1;protein_433,GCF_030062605.1;protein_1483,GCF_003636855.2;protein_498,GCF_007836855.1;protein_472,,,,,
GCF_006337745.1;protein_545,GCF_016749335.1;protein_431,GCF_030062605.1;protein_1485,GCF_003636855.2;protein_496,GCF_007836855.1;protein_470,,,,,
GCF_006337745.1;protein_546,GCF_016749335.1;protein_430,GCF_030062605.1;protein_1486,GCF_003636855.2;protein_495,GCF_007836855.1;protein_469,,,,,
GCF_006337745.1;protein_547,GCF_016749335.1;protein_429,GCF_030062605.1;protein_810,GCF_003636855.2;protein_494,GCF_007836855.1;protein_468,,,,,
GCF_006337745.1;protein_548,GCF_016749335.1;protein_428,GCF_030062605.1;protein_376,GCF_003636855.2;protein_493,,,,,,
GCF_006337745.1;protein_55,GCF_016749335.1;protein_1396,GCF_030062605.1;protein_32,GCF_003636855.2;protein_331,GCF_007836855.1;protein_57,,,,,
GCF_006337745.1;protein_554,GCF_016749335.1;protein_972,GCF_030062605.1;protein_816,GCF_003636855.2;protein_879,GCF_007836855.1;protein_507,,,,,
GCF_006337745.1;protein_555,,,,GCF_007836855.1;protein_506,,,,,
GCF_006337745.1;protein_56,GCF_016749335.1;protein_1395,GCF_030062605.1;protein_31,GCF_003636855.2;protein_330,GCF_007836855.1;protein_58,,,,,
GCF_006337745.1;protein_560,GCF_016749335.1;protein_971,GCF_030062605.1;protein_818,GCF_003636855.2;protein_883,GCF_007836855.1;protein_511,,,,,
GCF_006337745.1;protein_561,GCF_016749335.1;protein_970,GCF_030062605.1;protein_819,GCF_003636855.2;protein_884,GCF_007836855.1;protein_512,,,,,
GCF_006337745.1;protein_562,GCF_016749335.1;protein_969,GCF_030062605.1;protein_820,GCF_003636855.2;protein_885,GCF_007836855.1;protein_513,,,,,
GCF_006337745.1;protein_563,GCF_016749335.1;protein_968,GCF_030062605.1;protein_821,GCF_003636855.2;protein_886,GCF_007836855.1;protein_514,,,,,
GCF_006337745.1;protein_564,GCF_016749335.1;protein_967,GCF_030062605.1;protein_822,GCF_003636855.2;protein_887,GCF_007836855.1;protein_515,,,,,
GCF_006337745.1;protein_565,GCF_016749335.1;protein_966,GCF_030062605.1;protein_823,GCF_003636855.2;protein_888,GCF_007836855.1;protein_516,,,,,
GCF_006337745.1;protein_566,GCF_016749335.1;protein_965,GCF_030062605.1;protein_824,GCF_003636855.2;protein_889,GCF_007836855.1;protein_517,,,,,
GCF_006337745.1;protein_567,GCF_016749335.1;protein_964,GCF_030062605.1;protein_825,GCF_003636855.2;protein_890,GCF_007836855.1;protein_518,,,,,
GCF_006337745.1;protein_568,GCF_016749335.1;protein_963,GCF_030062605.1;protein_826,GCF_003636855.2;protein_891,GCF_007836855.1;protein_519,,,,,
GCF_006337745.1;protein_569,GCF_016749335.1;protein_962,GCF_030062605.1;protein_827,GCF_003636855.2;protein_892,GCF_007836855.1;protein_520,,,,,
GCF_006337745.1;protein_57,GCF_016749335.1;protein_1394,GCF_030062605.1;protein_30,GCF_003636855.2;protein_329,GCF_007836855.1;protein_59,,,,,
GCF_006337745.1;protein_570,GCF_016749335.1;protein_961,GCF_030062605.1;protein_828,GCF_003636855.2;protein_893,GCF_007836855.1;protein_521,,,,,
GCF_006337745.1;protein_571,GCF_016749335.1;protein_960,GCF_030062605.1;protein_829,GCF_003636855.2;protein_894,GCF_007836855.1;protein_522,,,,,
GCF_006337745.1;protein_572,,GCF_030062605.1;protein_830,,GCF_007836855.1;protein_523,,,,,
GCF_006337745.1;protein_573,GCF_016749335.1;protein_959,GCF_030062605.1;protein_831,GCF_003636855.2;protein_895,GCF_007836855.1;protein_524,,,,,
GCF_006337745.1;protein_574,GCF_016749335.1;protein_958,GCF_030062605.1;protein_832,GCF_003636855.2;protein_896,GCF_007836855.1;protein_525,,,,,
