GCF_000685705.1,GCF_020735805.1,GCF_021184145.1,GCF_017821655.1,GCF_016757555.1,GCF_006337485.1,GCF_006337745.1,GCF_030323385.1,GCF_002952455.1,GCF_002952675.1
GCF_000685705.1;protein_184,GCF_020735805.1;protein_130,GCF_021184145.1;protein_515,GCF_017821655.1;protein_1090,GCF_016757555.1;protein_1092,GCF_006337485.1;protein_364,GCF_006337745.1;protein_383,GCF_030323385.1;protein_1256,GCF_002952455.1;protein_317,GCF_002952675.1;protein_318
GCF_000685705.1;protein_185,GCF_020735805.1;protein_129,GCF_021184145.1;protein_514,GCF_017821655.1;protein_1089,GCF_016757555.1;protein_1091,GCF_006337485.1;protein_365,GCF_006337745.1;protein_384,GCF_030323385.1;protein_1255,GCF_002952455.1;protein_318,GCF_002952675.1;protein_319
GCF_000685705.1;protein_19,GCF_020735805.1;protein_590,GCF_021184145.1;protein_967,GCF_017821655.1;protein_20,GCF_016757555.1;protein_19,GCF_006337485.1;protein_1475,GCF_006337745.1;protein_1472,GCF_030323385.1;protein_168,GCF_002952455.1;protein_1461,GCF_002952675.1;protein_1466
GCF_000685705.1;protein_2,GCF_020735805.1;protein_573,GCF_021184145.1;protein_950,GCF_017821655.1;protein_2,GCF_016757555.1;protein_2,GCF_006337485.1;protein_1492,GCF_006337745.1;protein_1489,GCF_030323385.1;protein_151,GCF_002952455.1;protein_1478,GCF_002952675.1;protein_1483
GCF_000685705.1;protein_21,GCF_020735805.1;protein_592,GCF_021184145.1;protein_969,GCF_017821655.1;protein_22,GCF_016757555.1;protein_22,GCF_006337485.1;protein_1473,GCF_006337745.1;protein_1470,GCF_030323385.1;protein_170,GCF_002952455.1;protein_1459,GCF_002952675.1;protein_1464
GCF_000685705.1;protein_215,GCF_020735805.1;protein_398,GCF_021184145.1;protein_775,GCF_017821655.1;protein_1430,GCF_016757555.1;protein_1356,GCF_006337485.1;protein_94,GCF_006337745.1;protein_90,GCF_030323385.1;protein_1530,GCF_002952455.1;protein_95,GCF_002952675.1;protein_95
GCF_000685705.1;protein_216,GCF_020735805.1;protein_397,GCF_021184145.1;protein_774,GCF_017821655.1;protein_1431,GCF_016757555.1;protein_1355,GCF_006337485.1;protein_95,GCF_006337745.1;protein_91,GCF_030323385.1;protein_1529,GCF_002952455.1;protein_96,GCF_002952675.1;protein_96
GCF_000685705.1;protein_217,GCF_020735805.1;protein_396,GCF_021184145.1;protein_773,GCF_017821655.1;protein_1432,GCF_016757555.1;protein_1354,GCF_006337485.1;protein_96,GCF_006337745.1;protein_92,GCF_030323385.1;protein_1528,GCF_002952455.1;protein_97,GCF_002952675.1;protein_97
GCF_000685705.1;protein_22,GCF_020735805.1;protein_593,GCF_021184145.1;protein_970,GCF_017821655.1;protein_23,GCF_016757555.1;protein_23,GCF_006337485.1;protein_1472,GCF_006337745.1;protein_1469,GCF_030323385.1;protein_171,GCF_002952455.1;protein_1458,GCF_002952675.1;protein_1463
GCF_000685705.1;protein_220,GCF_020735805.1;protein_393,GCF_021184145.1;protein_768,GCF_017821655.1;protein_1437,GCF_016757555.1;protein_1351,GCF_006337485.1;protein_99,GCF_006337745.1;protein_96,GCF_030323385.1;protein_1525,GCF_002952455.1;protein_100,GCF_002952675.1;protein_101
GCF_000685705.1;protein_221,GCF_020735805.1;protein_392,GCF_021184145.1;protein_769,GCF_017821655.1;protein_1436,GCF_016757555.1;protein_1350,GCF_006337485.1;protein_100,GCF_006337745.1;protein_97,GCF_030323385.1;protein_1524,GCF_002952455.1;protein_101,GCF_002952675.1;protein_102
GCF_000685705.1;protein_222,GCF_020735805.1;protein_391,GCF_021184145.1;protein_770,GCF_017821655.1;protein_1435,GCF_016757555.1;protein_1349,GCF_006337485.1;protein_101,GCF_006337745.1;protein_98,GCF_030323385.1;protein_1523,GCF_002952455.1;protein_102,GCF_002952675.1;protein_103
GCF_000685705.1;protein_223,GCF_020735805.1;protein_390,GCF_021184145.1;protein_771,GCF_017821655.1;protein_1434,GCF_016757555.1;protein_1348,GCF_006337485.1;protein_102,GCF_006337745.1;protein_99,GCF_030323385.1;protein_1522,GCF_002952455.1;protein_103,GCF_002952675.1;protein_104
GCF_000685705.1;protein_225,GCF_020735805.1;protein_388,GCF_021184145.1;protein_763,GCF_017821655.1;protein_1441,GCF_016757555.1;protein_1345,GCF_006337485.1;protein_106,GCF_006337745.1;protein_103,GCF_030323385.1;protein_1516,GCF_002952455.1;protein_106,GCF_002952675.1;protein_107
GCF_000685705.1;protein_226,GCF_020735805.1;protein_387,GCF_021184145.1;protein_762,GCF_017821655.1;protein_1442,GCF_016757555.1;protein_1344,GCF_006337485.1;protein_107,GCF_006337745.1;protein_104,GCF_030323385.1;protein_1515,GCF_002952455.1;protein_107,GCF_002952675.1;protein_108
GCF_000685705.1;protein_227,GCF_020735805.1;protein_386,GCF_021184145.1;protein_761,GCF_017821655.1;protein_1443,GCF_016757555.1;protein_1343,GCF_006337485.1;protein_108,GCF_006337745.1;protein_105,GCF_030323385.1;protein_1514,GCF_002952455.1;protein_108,GCF_002952675.1;protein_109
GCF_000685705.1;protein_228,GCF_020735805.1;protein_385,GCF_021184145.1;protein_760,GCF_017821655.1;protein_1444,GCF_016757555.1;protein_1342,GCF_006337485.1;protein_109,GCF_006337745.1;protein_106,GCF_030323385.1;protein_1513,GCF_002952455.1;protein_109,GCF_002952675.1;protein_110
GCF_000685705.1;protein_229,GCF_020735805.1;protein_384,GCF_021184145.1;protein_759,GCF_017821655.1;protein_1445,GCF_016757555.1;protein_1341,GCF_006337485.1;protein_110,GCF_006337745.1;protein_107,GCF_030323385.1;protein_1512,GCF_002952455.1;protein_110,GCF_002952675.1;protein_111
GCF_000685705.1;protein_23,GCF_020735805.1;protein_594,GCF_021184145.1;protein_971,GCF_017821655.1;protein_24,GCF_016757555.1;protein_24,GCF_006337485.1;protein_1471,GCF_006337745.1;protein_1468,GCF_030323385.1;protein_172,GCF_002952455.1;protein_1457,GCF_002952675.1;protein_1462
GCF_000685705.1;protein_230,GCF_020735805.1;protein_383,GCF_021184145.1;protein_758,GCF_017821655.1;protein_1446,GCF_016757555.1;protein_1340,GCF_006337485.1;protein_111,GCF_006337745.1;protein_108,GCF_030323385.1;protein_1511,GCF_002952455.1;protein_111,GCF_002952675.1;protein_112
GCF_000685705.1;protein_231,GCF_020735805.1;protein_382,GCF_021184145.1;protein_757,GCF_017821655.1;protein_1447,GCF_016757555.1;protein_1339,GCF_006337485.1;protein_112,GCF_006337745.1;protein_109,GCF_030323385.1;protein_1510,GCF_002952455.1;protein_112,GCF_002952675.1;protein_113
GCF_000685705.1;protein_236,GCF_020735805.1;protein_337,GCF_021184145.1;protein_711,GCF_017821655.1;protein_1295,GCF_016757555.1;protein_1291,GCF_006337485.1;protein_156,GCF_006337745.1;protein_175,GCF_030323385.1;protein_1465,GCF_002952455.1;protein_116,GCF_002952675.1;protein_117
GCF_000685705.1;protein_237,GCF_020735805.1;protein_336,GCF_021184145.1;protein_710,GCF_017821655.1;protein_1294,GCF_016757555.1;protein_1290,GCF_006337485.1;protein_157,GCF_006337745.1;protein_176,GCF_030323385.1;protein_1464,GCF_002952455.1;protein_117,GCF_002952675.1;protein_118
GCF_000685705.1;protein_238,GCF_020735805.1;protein_335,GCF_021184145.1;protein_709,GCF_017821655.1;protein_1293,GCF_016757555.1;protein_1289,GCF_006337485.1;protein_158,GCF_006337745.1;protein_177,GCF_030323385.1;protein_1463,GCF_002952455.1;protein_118,GCF_002952675.1;protein_119
GCF_000685705.1;protein_239,GCF_020735805.1;protein_334,GCF_021184145.1;protein_708,GCF_017821655.1;protein_1292,GCF_016757555.1;protein_1288,GCF_006337485.1;protein_159,GCF_006337745.1;protein_178,GCF_030323385.1;protein_1462,GCF_002952455.1;protein_119,GCF_002952675.1;protein_120
GCF_000685705.1;protein_24,GCF_020735805.1;protein_595,GCF_021184145.1;protein_972,GCF_017821655.1;protein_25,GCF_016757555.1;protein_25,GCF_006337485.1;protein_1470,GCF_006337745.1;protein_1467,GCF_030323385.1;protein_173,GCF_002952455.1;protein_1456,GCF_002952675.1;protein_1461
GCF_000685705.1;protein_240,GCF_020735805.1;protein_333,GCF_021184145.1;protein_707,GCF_017821655.1;protein_1291,GCF_016757555.1;protein_1287,GCF_006337485.1;protein_162,GCF_006337745.1;protein_179,GCF_030323385.1;protein_1461,GCF_002952455.1;protein_120,GCF_002952675.1;protein_121
GCF_000685705.1;protein_241,GCF_020735805.1;protein_332,GCF_021184145.1;protein_706,GCF_017821655.1;protein_1290,GCF_016757555.1;protein_1286,GCF_006337485.1;protein_163,GCF_006337745.1;protein_180,GCF_030323385.1;protein_1460,GCF_002952455.1;protein_121,GCF_002952675.1;protein_122
GCF_000685705.1;protein_242,GCF_020735805.1;protein_331,GCF_021184145.1;protein_705,GCF_017821655.1;protein_1289,GCF_016757555.1;protein_1285,GCF_006337485.1;protein_164,GCF_006337745.1;protein_181,GCF_030323385.1;protein_1459,GCF_002952455.1;protein_122,GCF_002952675.1;protein_123
GCF_000685705.1;protein_243,GCF_020735805.1;protein_330,GCF_021184145.1;protein_704,GCF_017821655.1;protein_1288,GCF_016757555.1;protein_1284,GCF_006337485.1;protein_165,GCF_006337745.1;protein_182,GCF_030323385.1;protein_1458,GCF_002952455.1;protein_123,GCF_002952675.1;protein_124
GCF_000685705.1;protein_245,GCF_020735805.1;protein_328,GCF_021184145.1;protein_702,GCF_017821655.1;protein_1286,GCF_016757555.1;protein_1282,GCF_006337485.1;protein_167,GCF_006337745.1;protein_184,GCF_030323385.1;protein_1456,GCF_002952455.1;protein_125,GCF_002952675.1;protein_126
GCF_000685705.1;protein_246,GCF_020735805.1;protein_327,GCF_021184145.1;protein_701,GCF_017821655.1;protein_1285,GCF_016757555.1;protein_1281,GCF_006337485.1;protein_168,GCF_006337745.1;protein_185,GCF_030323385.1;protein_1455,GCF_002952455.1;protein_126,GCF_002952675.1;protein_127
GCF_000685705.1;protein_247,GCF_020735805.1;protein_326,GCF_021184145.1;protein_700,GCF_017821655.1;protein_1284,GCF_016757555.1;protein_1280,GCF_006337485.1;protein_169,GCF_006337745.1;protein_186,GCF_030323385.1;protein_1454,GCF_002952455.1;protein_127,GCF_002952675.1;protein_128
GCF_000685705.1;protein_248,GCF_020735805.1;protein_325,GCF_021184145.1;protein_699,GCF_017821655.1;protein_1283,GCF_016757555.1;protein_1279,GCF_006337485.1;protein_170,GCF_006337745.1;protein_187,GCF_030323385.1;protein_1453,GCF_002952455.1;protein_128,GCF_002952675.1;protein_129
GCF_000685705.1;protein_249,GCF_020735805.1;protein_324,GCF_021184145.1;protein_698,GCF_017821655.1;protein_1282,GCF_016757555.1;protein_1278,GCF_006337485.1;protein_171,GCF_006337745.1;protein_188,GCF_030323385.1;protein_1452,GCF_002952455.1;protein_129,GCF_002952675.1;protein_130
GCF_000685705.1;protein_250,GCF_020735805.1;protein_323,GCF_021184145.1;protein_697,GCF_017821655.1;protein_1281,GCF_016757555.1;protein_1277,GCF_006337485.1;protein_172,GCF_006337745.1;protein_189,GCF_030323385.1;protein_1451,GCF_002952455.1;protein_130,GCF_002952675.1;protein_131
GCF_000685705.1;protein_251,GCF_020735805.1;protein_322,GCF_021184145.1;protein_696,GCF_017821655.1;protein_1280,GCF_016757555.1;protein_1276,GCF_006337485.1;protein_173,GCF_006337745.1;protein_190,GCF_030323385.1;protein_1450,GCF_002952455.1;protein_131,GCF_002952675.1;protein_132
GCF_000685705.1;protein_252,GCF_020735805.1;protein_320,GCF_021184145.1;protein_695,GCF_017821655.1;protein_1279,GCF_016757555.1;protein_1274,GCF_006337485.1;protein_174,GCF_006337745.1;protein_192,GCF_030323385.1;protein_1449,GCF_002952455.1;protein_132,GCF_002952675.1;protein_133
GCF_000685705.1;protein_253,GCF_020735805.1;protein_319,GCF_021184145.1;protein_694,GCF_017821655.1;protein_1278,GCF_016757555.1;protein_1273,GCF_006337485.1;protein_175,GCF_006337745.1;protein_193,GCF_030323385.1;protein_1448,GCF_002952455.1;protein_133,GCF_002952675.1;protein_134
GCF_000685705.1;protein_254,GCF_020735805.1;protein_318,GCF_021184145.1;protein_693,GCF_017821655.1;protein_1277,GCF_016757555.1;protein_1272,GCF_006337485.1;protein_176,GCF_006337745.1;protein_194,GCF_030323385.1;protein_1447,GCF_002952455.1;protein_134,GCF_002952675.1;protein_135
GCF_000685705.1;protein_255,GCF_020735805.1;protein_317,GCF_021184145.1;protein_692,GCF_017821655.1;protein_1276,GCF_016757555.1;protein_1271,GCF_006337485.1;protein_177,GCF_006337745.1;protein_195,GCF_030323385.1;protein_1446,GCF_002952455.1;protein_135,GCF_002952675.1;protein_136
GCF_000685705.1;protein_256,GCF_020735805.1;protein_316,GCF_021184145.1;protein_691,GCF_017821655.1;protein_1275,GCF_016757555.1;protein_1270,GCF_006337485.1;protein_178,GCF_006337745.1;protein_196,GCF_030323385.1;protein_1445,GCF_002952455.1;protein_136,GCF_002952675.1;protein_137
GCF_000685705.1;protein_257,GCF_020735805.1;protein_315,GCF_021184145.1;protein_690,GCF_017821655.1;protein_1274,GCF_016757555.1;protein_1269,GCF_006337485.1;protein_179,GCF_006337745.1;protein_197,GCF_030323385.1;protein_1444,GCF_002952455.1;protein_137,GCF_002952675.1;protein_138
GCF_000685705.1;protein_258,GCF_020735805.1;protein_314,GCF_021184145.1;protein_689,GCF_017821655.1;protein_1273,GCF_016757555.1;protein_1268,GCF_006337485.1;protein_180,GCF_006337745.1;protein_198,GCF_030323385.1;protein_1443,GCF_002952455.1;protein_138,GCF_002952675.1;protein_139
GCF_000685705.1;protein_259,GCF_020735805.1;protein_313,GCF_021184145.1;protein_688,GCF_017821655.1;protein_1272,GCF_016757555.1;protein_1267,GCF_006337485.1;protein_181,GCF_006337745.1;protein_199,GCF_030323385.1;protein_1442,GCF_002952455.1;protein_139,GCF_002952675.1;protein_140
GCF_000685705.1;protein_26,GCF_020735805.1;protein_597,GCF_021184145.1;protein_974,GCF_017821655.1;protein_27,GCF_016757555.1;protein_27,GCF_006337485.1;protein_1468,GCF_006337745.1;protein_1465,GCF_030323385.1;protein_175,GCF_002952455.1;protein_1454,GCF_002952675.1;protein_1459
GCF_000685705.1;protein_260,GCF_020735805.1;protein_312,GCF_021184145.1;protein_687,GCF_017821655.1;protein_1271,GCF_016757555.1;protein_1266,GCF_006337485.1;protein_182,GCF_006337745.1;protein_200,GCF_030323385.1;protein_1441,GCF_002952455.1;protein_140,GCF_002952675.1;protein_141
GCF_000685705.1;protein_262,GCF_020735805.1;protein_311,GCF_021184145.1;protein_685,GCF_017821655.1;protein_1269,GCF_016757555.1;protein_1264,GCF_006337485.1;protein_183,GCF_006337745.1;protein_202,GCF_030323385.1;protein_1439,GCF_002952455.1;protein_142,GCF_002952675.1;protein_143
GCF_000685705.1;protein_263,GCF_020735805.1;protein_310,GCF_021184145.1;protein_684,GCF_017821655.1;protein_1268,GCF_016757555.1;protein_1263,GCF_006337485.1;protein_184,GCF_006337745.1;protein_203,GCF_030323385.1;protein_1438,GCF_002952455.1;protein_143,GCF_002952675.1;protein_144
GCF_000685705.1;protein_264,GCF_020735805.1;protein_309,GCF_021184145.1;protein_683,GCF_017821655.1;protein_1267,GCF_016757555.1;protein_1262,GCF_006337485.1;protein_185,GCF_006337745.1;protein_204,GCF_030323385.1;protein_1437,GCF_002952455.1;protein_144,GCF_002952675.1;protein_145
GCF_000685705.1;protein_265,GCF_020735805.1;protein_308,GCF_021184145.1;protein_682,GCF_017821655.1;protein_1266,GCF_016757555.1;protein_1261,GCF_006337485.1;protein_186,GCF_006337745.1;protein_205,GCF_030323385.1;protein_1436,GCF_002952455.1;protein_145,GCF_002952675.1;protein_146
GCF_000685705.1;protein_266,GCF_020735805.1;protein_307,GCF_021184145.1;protein_681,GCF_017821655.1;protein_1265,GCF_016757555.1;protein_1260,GCF_006337485.1;protein_187,GCF_006337745.1;protein_206,GCF_030323385.1;protein_1435,GCF_002952455.1;protein_146,GCF_002952675.1;protein_147
GCF_000685705.1;protein_267,GCF_020735805.1;protein_306,GCF_021184145.1;protein_680,GCF_017821655.1;protein_1264,GCF_016757555.1;protein_1259,GCF_006337485.1;protein_188,GCF_006337745.1;protein_207,GCF_030323385.1;protein_1434,GCF_002952455.1;protein_147,GCF_002952675.1;protein_148
GCF_000685705.1;protein_268,GCF_020735805.1;protein_305,GCF_021184145.1;protein_679,GCF_017821655.1;protein_1263,GCF_016757555.1;protein_1258,GCF_006337485.1;protein_189,GCF_006337745.1;protein_208,GCF_030323385.1;protein_1433,GCF_002952455.1;protein_148,GCF_002952675.1;protein_149
GCF_000685705.1;protein_269,GCF_020735805.1;protein_304,GCF_021184145.1;protein_678,GCF_017821655.1;protein_1262,GCF_016757555.1;protein_1257,GCF_006337485.1;protein_190,GCF_006337745.1;protein_209,GCF_030323385.1;protein_1432,GCF_002952455.1;protein_149,GCF_002952675.1;protein_150
GCF_000685705.1;protein_270,GCF_020735805.1;protein_303,GCF_021184145.1;protein_677,GCF_017821655.1;protein_1261,GCF_016757555.1;protein_1256,GCF_006337485.1;protein_191,GCF_006337745.1;protein_210,GCF_030323385.1;protein_1431,GCF_002952455.1;protein_150,GCF_002952675.1;protein_151
GCF_000685705.1;protein_271,GCF_020735805.1;protein_302,GCF_021184145.1;protein_676,GCF_017821655.1;protein_1260,GCF_016757555.1;protein_1255,GCF_006337485.1;protein_192,GCF_006337745.1;protein_211,GCF_030323385.1;protein_1430,GCF_002952455.1;protein_151,GCF_002952675.1;protein_152
GCF_000685705.1;protein_272,GCF_020735805.1;protein_301,GCF_021184145.1;protein_675,GCF_017821655.1;protein_1259,GCF_016757555.1;protein_1254,GCF_006337485.1;protein_193,GCF_006337745.1;protein_212,GCF_030323385.1;protein_1429,GCF_002952455.1;protein_152,GCF_002952675.1;protein_153
GCF_000685705.1;protein_273,GCF_020735805.1;protein_300,GCF_021184145.1;protein_674,GCF_017821655.1;protein_1258,GCF_016757555.1;protein_1253,GCF_006337485.1;protein_194,GCF_006337745.1;protein_213,GCF_030323385.1;protein_1428,GCF_002952455.1;protein_153,GCF_002952675.1;protein_154
GCF_000685705.1;protein_274,GCF_020735805.1;protein_299,GCF_021184145.1;protein_673,GCF_017821655.1;protein_1257,GCF_016757555.1;protein_1252,GCF_006337485.1;protein_195,GCF_006337745.1;protein_214,GCF_030323385.1;protein_1427,GCF_002952455.1;protein_154,GCF_002952675.1;protein_155
GCF_000685705.1;protein_275,GCF_020735805.1;protein_298,GCF_021184145.1;protein_672,GCF_017821655.1;protein_1256,GCF_016757555.1;protein_1251,GCF_006337485.1;protein_196,GCF_006337745.1;protein_215,GCF_030323385.1;protein_1426,GCF_002952455.1;protein_155,GCF_002952675.1;protein_156
GCF_000685705.1;protein_276,GCF_020735805.1;protein_297,GCF_021184145.1;protein_671,GCF_017821655.1;protein_1255,GCF_016757555.1;protein_1250,GCF_006337485.1;protein_197,GCF_006337745.1;protein_216,GCF_030323385.1;protein_1425,GCF_002952455.1;protein_156,GCF_002952675.1;protein_157
GCF_000685705.1;protein_277,GCF_020735805.1;protein_296,GCF_021184145.1;protein_670,GCF_017821655.1;protein_1254,GCF_016757555.1;protein_1249,GCF_006337485.1;protein_198,GCF_006337745.1;protein_217,GCF_030323385.1;protein_1424,GCF_002952455.1;protein_157,GCF_002952675.1;protein_158
GCF_000685705.1;protein_278,GCF_020735805.1;protein_295,GCF_021184145.1;protein_669,GCF_017821655.1;protein_1253,GCF_016757555.1;protein_1248,GCF_006337485.1;protein_199,GCF_006337745.1;protein_218,GCF_030323385.1;protein_1423,GCF_002952455.1;protein_158,GCF_002952675.1;protein_159
GCF_000685705.1;protein_279,GCF_020735805.1;protein_294,GCF_021184145.1;protein_668,GCF_017821655.1;protein_1252,GCF_016757555.1;protein_1247,GCF_006337485.1;protein_200,GCF_006337745.1;protein_219,GCF_030323385.1;protein_1422,GCF_002952455.1;protein_159,GCF_002952675.1;protein_160
GCF_000685705.1;protein_28,GCF_020735805.1;protein_599,GCF_021184145.1;protein_976,GCF_017821655.1;protein_29,GCF_016757555.1;protein_29,GCF_006337485.1;protein_1466,GCF_006337745.1;protein_1463,GCF_030323385.1;protein_177,GCF_002952455.1;protein_1452,GCF_002952675.1;protein_1457
GCF_000685705.1;protein_280,GCF_020735805.1;protein_293,GCF_021184145.1;protein_667,GCF_017821655.1;protein_1251,GCF_016757555.1;protein_1246,GCF_006337485.1;protein_201,GCF_006337745.1;protein_220,GCF_030323385.1;protein_1421,GCF_002952455.1;protein_160,GCF_002952675.1;protein_161
GCF_000685705.1;protein_281,GCF_020735805.1;protein_292,GCF_021184145.1;protein_666,GCF_017821655.1;protein_1250,GCF_016757555.1;protein_1245,GCF_006337485.1;protein_202,GCF_006337745.1;protein_221,GCF_030323385.1;protein_1420,GCF_002952455.1;protein_161,GCF_002952675.1;protein_162
GCF_000685705.1;protein_282,GCF_020735805.1;protein_291,GCF_021184145.1;protein_665,GCF_017821655.1;protein_1249,GCF_016757555.1;protein_1244,GCF_006337485.1;protein_203,GCF_006337745.1;protein_222,GCF_030323385.1;protein_1419,GCF_002952455.1;protein_162,GCF_002952675.1;protein_163
GCF_000685705.1;protein_283,GCF_020735805.1;protein_290,GCF_021184145.1;protein_664,GCF_017821655.1;protein_1248,GCF_016757555.1;protein_1243,GCF_006337485.1;protein_204,GCF_006337745.1;protein_223,GCF_030323385.1;protein_1418,GCF_002952455.1;protein_163,GCF_002952675.1;protein_164
GCF_000685705.1;protein_284,GCF_020735805.1;protein_289,GCF_021184145.1;protein_663,GCF_017821655.1;protein_1247,GCF_016757555.1;protein_1242,GCF_006337485.1;protein_205,GCF_006337745.1;protein_224,GCF_030323385.1;protein_1417,GCF_002952455.1;protein_164,GCF_002952675.1;protein_165
GCF_000685705.1;protein_285,GCF_020735805.1;protein_288,GCF_021184145.1;protein_662,GCF_017821655.1;protein_1246,GCF_016757555.1;protein_1241,GCF_006337485.1;protein_206,GCF_006337745.1;protein_225,GCF_030323385.1;protein_1416,GCF_002952455.1;protein_165,GCF_002952675.1;protein_166
GCF_000685705.1;protein_286,GCF_020735805.1;protein_287,GCF_021184145.1;protein_661,GCF_017821655.1;protein_1245,GCF_016757555.1;protein_1240,GCF_006337485.1;protein_207,GCF_006337745.1;protein_226,GCF_030323385.1;protein_1415,GCF_002952455.1;protein_166,GCF_002952675.1;protein_167
GCF_000685705.1;protein_287,GCF_020735805.1;protein_286,GCF_021184145.1;protein_660,GCF_017821655.1;protein_1244,GCF_016757555.1;protein_1239,GCF_006337485.1;protein_208,GCF_006337745.1;protein_227,GCF_030323385.1;protein_1414,GCF_002952455.1;protein_167,GCF_002952675.1;protein_168
GCF_000685705.1;protein_288,GCF_020735805.1;protein_285,GCF_021184145.1;protein_659,GCF_017821655.1;protein_1243,GCF_016757555.1;protein_1238,GCF_006337485.1;protein_209,GCF_006337745.1;protein_228,GCF_030323385.1;protein_1413,GCF_002952455.1;protein_168,GCF_002952675.1;protein_169
GCF_000685705.1;protein_289,GCF_020735805.1;protein_284,GCF_021184145.1;protein_658,GCF_017821655.1;protein_1242,GCF_016757555.1;protein_1237,GCF_006337485.1;protein_210,GCF_006337745.1;protein_229,GCF_030323385.1;protein_1412,GCF_002952455.1;protein_169,GCF_002952675.1;protein_170
GCF_000685705.1;protein_29,GCF_020735805.1;protein_600,GCF_021184145.1;protein_977,GCF_017821655.1;protein_30,GCF_016757555.1;protein_30,GCF_006337485.1;protein_1465,GCF_006337745.1;protein_1462,GCF_030323385.1;protein_178,GCF_002952455.1;protein_1451,GCF_002952675.1;protein_1456
GCF_000685705.1;protein_290,GCF_020735805.1;protein_283,GCF_021184145.1;protein_657,GCF_017821655.1;protein_1241,GCF_016757555.1;protein_1236,GCF_006337485.1;protein_211,GCF_006337745.1;protein_230,GCF_030323385.1;protein_1411,GCF_002952455.1;protein_170,GCF_002952675.1;protein_171
GCF_000685705.1;protein_291,GCF_020735805.1;protein_282,GCF_021184145.1;protein_656,GCF_017821655.1;protein_1240,GCF_016757555.1;protein_1235,GCF_006337485.1;protein_212,GCF_006337745.1;protein_231,GCF_030323385.1;protein_1410,GCF_002952455.1;protein_171,GCF_002952675.1;protein_172
GCF_000685705.1;protein_292,GCF_020735805.1;protein_281,GCF_021184145.1;protein_655,GCF_017821655.1;protein_1239,GCF_016757555.1;protein_1234,GCF_006337485.1;protein_213,GCF_006337745.1;protein_232,GCF_030323385.1;protein_1409,GCF_002952455.1;protein_172,GCF_002952675.1;protein_173
GCF_000685705.1;protein_293,GCF_020735805.1;protein_280,GCF_021184145.1;protein_654,GCF_017821655.1;protein_1238,GCF_016757555.1;protein_1233,GCF_006337485.1;protein_214,GCF_006337745.1;protein_233,GCF_030323385.1;protein_1408,GCF_002952455.1;protein_173,GCF_002952675.1;protein_174
GCF_000685705.1;protein_294,GCF_020735805.1;protein_279,GCF_021184145.1;protein_653,GCF_017821655.1;protein_1237,GCF_016757555.1;protein_1232,GCF_006337485.1;protein_215,GCF_006337745.1;protein_234,GCF_030323385.1;protein_1393,GCF_002952455.1;protein_174,GCF_002952675.1;protein_175
GCF_000685705.1;protein_295,GCF_020735805.1;protein_278,GCF_021184145.1;protein_652,GCF_017821655.1;protein_1236,GCF_016757555.1;protein_1231,GCF_006337485.1;protein_216,GCF_006337745.1;protein_235,GCF_030323385.1;protein_1394,GCF_002952455.1;protein_175,GCF_002952675.1;protein_176
GCF_000685705.1;protein_296,GCF_020735805.1;protein_277,GCF_021184145.1;protein_649,GCF_017821655.1;protein_1233,GCF_016757555.1;protein_1230,GCF_006337485.1;protein_219,GCF_006337745.1;protein_238,GCF_030323385.1;protein_1397,GCF_002952455.1;protein_178,GCF_002952675.1;protein_179
GCF_000685705.1;protein_297,GCF_020735805.1;protein_276,GCF_021184145.1;protein_648,GCF_017821655.1;protein_1232,GCF_016757555.1;protein_1229,GCF_006337485.1;protein_220,GCF_006337745.1;protein_239,GCF_030323385.1;protein_1398,GCF_002952455.1;protein_179,GCF_002952675.1;protein_180
GCF_000685705.1;protein_298,GCF_020735805.1;protein_275,GCF_021184145.1;protein_647,GCF_017821655.1;protein_1231,GCF_016757555.1;protein_1228,GCF_006337485.1;protein_221,GCF_006337745.1;protein_240,GCF_030323385.1;protein_1399,GCF_002952455.1;protein_180,GCF_002952675.1;protein_181
GCF_000685705.1;protein_3,GCF_020735805.1;protein_574,GCF_021184145.1;protein_951,GCF_017821655.1;protein_3,GCF_016757555.1;protein_3,GCF_006337485.1;protein_1491,GCF_006337745.1;protein_1488,GCF_030323385.1;protein_152,GCF_002952455.1;protein_1477,GCF_002952675.1;protein_1482
GCF_000685705.1;protein_30,GCF_020735805.1;protein_601,GCF_021184145.1;protein_978,GCF_017821655.1;protein_31,GCF_016757555.1;protein_31,GCF_006337485.1;protein_1464,GCF_006337745.1;protein_1461,GCF_030323385.1;protein_179,GCF_002952455.1;protein_1450,GCF_002952675.1;protein_1455
GCF_000685705.1;protein_304,GCF_020735805.1;protein_262,GCF_021184145.1;protein_644,GCF_017821655.1;protein_1226,GCF_016757555.1;protein_1223,GCF_006337485.1;protein_228,GCF_006337745.1;protein_252,GCF_030323385.1;protein_1404,GCF_002952455.1;protein_185,GCF_002952675.1;protein_186
GCF_000685705.1;protein_305,GCF_020735805.1;protein_261,GCF_021184145.1;protein_643,GCF_017821655.1;protein_1225,GCF_016757555.1;protein_1222,GCF_006337485.1;protein_229,GCF_006337745.1;protein_253,GCF_030323385.1;protein_1405,GCF_002952455.1;protein_186,GCF_002952675.1;protein_187
