Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Type Material Display Text
Bacillus subtilis KK001	GCF_046529535.1	GCA_046529535.1	Bacillus subtilis	1423		KK026					GCF_046529535.1-RS_2025_01_08	Complete Genome	2025-01-08		1	
ASM4712125v1	GCF_047121255.1	GCA_047121255.1	Bacillus subtilis	1423		KK001					GCF_047121255.1-RS_2025_01_25	Complete Genome	2025-01-25		1	
ASM3311362v1	GCF_033113625.1	GCA_033113625.1	Bacillus subtilis	1423		J46					GCF_033113625.1-RS_2025_01_15	Complete Genome	2023-10-30		1	
ASM411961v1	GCF_004119615.1	GCA_004119615.1	Bacillus subtilis	1423		SRCM103576					GCF_004119615.1-RS_2025_06_29	Complete Genome	2019-01-30		1	
ASM2491717v1	GCF_024917175.1	GCA_024917175.1	Bacillus subtilis	1423		RO-NN-1					GCF_024917175.1-RS_2026_03_06	Complete Genome	2022-09-04		1	
ASM174657v1	GCF_001746575.1	GCA_001746575.1	Bacillus subtilis	1423		BS38					GCF_001746575.1-RS_2025_03_23	Complete Genome	2016-09-26		1	
NRS6128B	GCF_905315055.2	GCA_905315055.2	Bacillus subtilis	1423					NRS6128		GCF_905315055.2-RS_2025_06_12	Complete Genome	2023-02-02		1	
ASM4794705v1	GCF_047947055.1	GCA_047947055.1	Bacillus subtilis	1423		KK195					GCF_047947055.1-RS_2025_02_25	Complete Genome	2025-02-28		1	
ASM214259v1	GCF_002142595.1	GCA_002142595.1	Bacillus subtilis	1423		TLO3					GCF_002142595.1-RS_2025_06_29	Complete Genome	2017-05-16		1	
ASM3086362v1	GCF_030863625.1	GCA_030863625.1	Bacillus subtilis	1423		KC14-1					GCF_030863625.1-RS_2025_09_10	Complete Genome	2023-08-23		1	
ASM3651251v1	GCF_036512515.1	GCA_036512515.1	Bacillus subtilis	1423		NA05 = NBRC 116153					GCF_036512515.1-RS_2025_04_27	Complete Genome	2023-10-20		3	
ASM5190401v1	GCF_051904015.1	GCA_051904015.1	Bacillus subtilis subsp. subtilis	135461		NM261					GCF_051904015.1-RS_2025_08_10	Complete Genome	2025-08-10		1	
ASM432892v1	GCF_004328925.1	GCA_004328925.1	Bacillus subtilis subsp. subtilis	135461		G7					GCF_004328925.1-RS_2025_06_29	Complete Genome	2019-03-06		1	
ASM4704107v1	GCF_047041075.1	GCA_047041075.1	Bacillus subtilis subsp. subtilis	135461		BM107					GCF_047041075.1-RS_2025_01_24	Complete Genome	2025-01-25		1	
ASM1845440v1	GCF_018454405.1	GCA_018454405.1	Bacillus subtilis subsp. subtilis	135461		A1 - Midalam					GCF_018454405.1-RS_2025_05_30	Complete Genome	2021-05-24		1	
ASM170349v1	GCF_001703495.1	GCA_001703495.1	Bacillus subtilis subsp. subtilis	135461		168G					GCF_001703495.1-RS_2025_03_23	Complete Genome	2016-08-11		1	
ASM4986054v1	GCF_049860545.1	GCA_049860545.1	Bacillus subtilis subsp. subtilis	135461		NRCB002					GCF_049860545.1-RS_2025_04_24	Complete Genome	2025-05-13		2	
ASM366519v1	GCF_003665195.1	GCA_003665195.1	Bacillus subtilis subsp. subtilis	135461		GFR-12					GCF_003665195.1-RS_2025_06_29	Complete Genome	2018-10-17		1	
ASM366525v1	GCF_003665255.1	GCA_003665255.1	Bacillus subtilis subsp. subtilis	135461		SSJ-1					GCF_003665255.1-RS_2025_06_29	Complete Genome	2018-10-17		1	
ASM366539v1	GCF_003665395.1	GCA_003665395.1	Bacillus subtilis subsp. subtilis	135461		2KL1					GCF_003665395.1-RS_2025_06_29	Complete Genome	2018-10-17		3	
ASM82706v1	GCF_000827065.1	GCA_000827065.1	Bacillus subtilis subsp. subtilis	135461		3NA			1970 (Michel and Millet)		GCF_000827065.1-RS_2025_06_28	Complete Genome	2015-01-21		1	
ASM366527v1	GCF_003665275.1	GCA_003665275.1	Bacillus subtilis subsp. subtilis	135461		2RL2-3					GCF_003665275.1-RS_2025_06_29	Complete Genome	2018-10-17		3	
ASM217361v1	GCF_002173615.1	GCA_002173615.1	Bacillus subtilis subsp. subtilis	135461		SRCM101441					GCF_002173615.1-RS_2025_07_01	Complete Genome	2017-06-06		2	
ASM366523v1	GCF_003665235.1	GCA_003665235.1	Bacillus subtilis subsp. subtilis	135461		MH-1					GCF_003665235.1-RS_2025_06_29	Complete Genome	2018-10-17		2	
ASM1496198v1	GCF_014961985.1	GCA_014961985.1	Bacillus subtilis subsp. subtilis	135461		CMIN-4					GCF_014961985.1-RS_2025_06_29	Complete Genome	2020-10-27		2	
ASM5191251v1	GCF_051912515.1	GCA_051912515.1	Bacillus subtilis subsp. subtilis	135461		1E					GCF_051912515.1-RS_2025_08_12	Complete Genome	2025-08-12		1	
ASM220203v1	GCF_002202035.1	GCA_002202035.1	Bacillus subtilis subsp. subtilis	135461		SRCM101392					GCF_002202035.1-RS_2025_06_30	Complete Genome	2017-06-20		1	
ASM366531v1	GCF_003665315.1	GCA_003665315.1	Bacillus subtilis subsp. subtilis	135461		N2-2					GCF_003665315.1-RS_2025_06_29	Complete Genome	2018-10-17		2	
ASM366535v1	GCF_003665355.1	GCA_003665355.1	Bacillus subtilis subsp. subtilis	135461		N3-1					GCF_003665355.1-RS_2025_06_29	Complete Genome	2018-10-17		2	
ASM366529v1	GCF_003665295.1	GCA_003665295.1	Bacillus subtilis subsp. subtilis	135461		N4-2					GCF_003665295.1-RS_2025_06_30	Complete Genome	2018-10-17		2	
ASM366533v1	GCF_003665335.1	GCA_003665335.1	Bacillus subtilis subsp. subtilis	135461		N1-1					GCF_003665335.1-RS_2025_06_29	Complete Genome	2018-10-17		2	
ASM2458504v1	GCF_024585045.1	GCA_024585045.1	Bacillus subtilis subsp. subtilis	135461		ps4100					GCF_024585045.1-RS_2025_09_11	Complete Genome	2022-08-08		1	
ASM1898685v1	GCF_018986855.1	GCA_018986855.1	Bacillus subtilis subsp. subtilis	135461		Miz-8					GCF_018986855.1-RS_2025_01_29	Complete Genome	2021-06-22		2	
ASM2450783v1	GCF_024507835.1	GCA_024507835.1	Bacillus subtilis subsp. subtilis	135461		BGSC 10A5					GCF_024507835.1-RS_2025_08_27	Complete Genome	2022-08-03		1	
ASM3961930v1	GCF_039619305.1	GCA_039619305.1	Bacillus subtilis subsp. subtilis	135461		R38					GCF_039619305.1-RS_2025_05_24	Complete Genome	2024-05-14		1	
ASM2991698v1	GCF_029916985.1	GCA_029916985.1	Bacillus subtilis subsp. subtilis	135461		WH60A					GCF_029916985.1-RS_2025_06_11	Complete Genome	2023-05-02		2	
ASM1264834v1	GCF_012648345.1	GCA_012648345.1	Bacillus subtilis subsp. subtilis	135461		UCMB5021					GCF_012648345.1-RS_2025_06_30	Complete Genome	2020-04-22		1	
ASM1264820v1	GCF_012648205.1	GCA_012648205.1	Bacillus subtilis subsp. subtilis	135461		UCMB5121					GCF_012648205.1-RS_2025_06_29	Complete Genome	2020-04-22		1	
ASM154190v1	GCF_001541905.1	GCA_001541905.1	Bacillus subtilis subsp. subtilis	135461		CU1050					GCF_001541905.1-RS_2025_03_23	Complete Genome	2016-01-27		1	
ASM146581v1	GCF_001465815.1	GCA_001465815.1	Bacillus subtilis subsp. subtilis	135461		BSD-2					GCF_001465815.1-RS_2025_03_23	Complete Genome	2015-12-14		1	
ASM2580923v1	GCF_025809235.1	GCA_025809235.1	Bacillus subtilis subsp. subtilis	135461		ps4060					GCF_025809235.1-RS_2025_01_28	Complete Genome	2022-10-24		1	
ASM1429811v1	GCF_014298115.1	GCA_014298115.1	Bacillus subtilis subsp. subtilis	135461		ONU 559					GCF_014298115.1-RS_2025_06_29	Complete Genome	2020-08-26		1	
ASM217371v1	GCF_002173715.1	GCA_002173715.1	Bacillus subtilis subsp. subtilis	135461		SRCM100757					GCF_002173715.1-RS_2025_06_30	Complete Genome	2017-06-06		1	
ASM220195v1	GCF_002201955.1	GCA_002201955.1	Bacillus subtilis subsp. subtilis	135461		SRCM100761					GCF_002201955.1-RS_2025_06_30	Complete Genome	2017-06-20		1	
ASM217369v1	GCF_002173695.1	GCA_002173695.1	Bacillus subtilis subsp. subtilis	135461		SRCM101444					GCF_002173695.1-RS_2025_06_30	Complete Genome	2017-06-06		1	
ASM166052v1	GCF_001660525.1	GCA_001660525.1	Bacillus subtilis subsp. subtilis	135461		delta6					GCF_001660525.1-RS_2025_07_10	Complete Genome	2016-06-09		1	
ASM3029707v1	GCF_030297075.1	GCA_030297075.1	Bacillus subtilis subsp. natto	86029		NARUSE					GCF_030297075.1-RS_2025_07_10	Complete Genome	2023-05-11		2	
ASM2077303v1	GCF_020773035.1	GCA_020773035.1	Bacillus subtilis subsp. natto	86029		SCP010-1					GCF_020773035.1-RS_2025_02_19	Complete Genome	2021-11-06		1	
ASM156587v1	GCF_001565875.1	GCA_001565875.1	Bacillus subtilis subsp. natto	86029		CGMCC 2108					GCF_001565875.1-RS_2025_07_11	Complete Genome	2016-02-22		3	
ASM2270109v1	GCF_022701095.1	GCA_022701095.1	Bacillus subtilis subsp. natto	86029		BN0					GCF_022701095.1-RS_2025_06_06	Complete Genome	2022-03-28		3	
ASM2450819v1	GCF_024508195.1	GCA_024508195.1	Bacillus subtilis subsp. natto	86029		BGSC 27E1					GCF_024508195.1-RS_2025_09_05	Complete Genome	2022-08-03		1	
ASM2792348v1	GCF_027923485.1	GCA_027923485.1	Bacillus subtilis subsp. natto	86029		G8					GCF_027923485.1-RS_2025_06_12	Complete Genome	2022-11-11		1	
ASM3084679v1	GCF_030846795.1	GCA_030846795.1	Bacillus subtilis subsp. natto	86029		BN-P15-11-1					GCF_030846795.1-RS_2025_09_08	Complete Genome	2023-08-21		1	
ASM2352161v1	GCF_023521615.1	GCA_023521615.1	Bacillus subtilis PY79	1415167		PK1_3					GCF_023521615.1-RS_2025_06_21	Complete Genome	2022-05-23		1	
ASM49748v1	GCF_000497485.1	GCA_000497485.1	Bacillus subtilis PY79	1415167		PY79					GCF_000497485.1-RS_2025_06_28	Complete Genome	2013-11-19		1	
ASM1203067v1	GCF_012030675.1	GCA_012030675.1	Bacillus subtilis subsp. subtilis str. SMY	535024		SMY					GCF_012030675.1-RS_2025_06_29	Complete Genome	2020-04-05		1	
ASM97192v1	GCF_000971925.1	GCA_000971925.1	Bacillus subtilis KCTC 1028 = ATCC 6051a	1136873		KCTC 1028					GCF_000971925.1-RS_2025_06_28	Complete Genome	2015-04-15		1	
ASM20979v2	GCF_000209795.2	GCA_000209795.2	Bacillus subtilis subsp. natto BEST195	645657		BEST195					GCF_000209795.2-RS_2025_05_21	Complete Genome	2014-05-22		2	
ASM69952v1	GCF_000699525.1	GCA_000699525.1	Bacillus subtilis subsp. subtilis str. AG1839	1221328		AG1839					GCF_000699525.1-RS_2025_06_28	Complete Genome	2014-06-09		1	
ASM69946v1	GCF_000699465.1	GCA_000699465.1	Bacillus subtilis subsp. subtilis str. JH642 substr. AG174	1232554		JH642 substr. AG174					GCF_000699465.1-RS_2025_06_28	Complete Genome	2014-06-09		1	
ASM29376v1	GCF_000293765.1	GCA_000293765.1	Bacillus subtilis QB928	1220533		QB928					GCF_000293765.1-RS_2025_06_27	Complete Genome	2012-08-28		1	
ASM18674v1	GCF_000186745.1	GCA_000186745.1	Bacillus subtilis BSn5	936156		BSn5					GCF_000186745.1-RS_2025_06_27	Complete Genome	2011-01-25		1	
ASM33873v1	GCF_000338735.1	GCA_000338735.1	Bacillus subtilis XF-1	1233100		XF-1					GCF_000338735.1-RS_2025_05_21	Complete Genome	2013-02-08		1	
ASM73740v1	GCF_000737405.1	GCA_000737405.1	Bacillus subtilis TO-A	1340494		TO-A					GCF_000737405.1-RS_2025_06_28	Complete Genome	2014-08-04		1	
ASM52304v1	GCF_000523045.1	GCA_000523045.1	Bacillus subtilis BEST7003	1204342		BEST7003					GCF_000523045.1-RS_2025_06_29	Complete Genome	2012-10-03		1	
ASM70670v1	GCF_000706705.1	GCA_000706705.1	Bacillus subtilis subsp. subtilis str. OH 131.1	1404258		OH131.1					GCF_000706705.1-RS_2025_06_29	Complete Genome	2014-06-13		1	
ASM34979v1	GCF_000349795.1	GCA_000349795.1	Bacillus subtilis subsp. subtilis str. BAB-1	1302650		BAB-1					GCF_000349795.1-RS_2025_06_27	Complete Genome	2013-03-29		1	
ASM97360v1	GCF_000973605.1	GCA_000973605.1	Bacillus subtilis HJ5	1453990		HJ5					GCF_000973605.1-RS_2025_06_29	Complete Genome	2015-04-20		1	
ASM22748v1	GCF_000227485.1	GCA_000227485.1	Bacillus subtilis subsp. subtilis str. RO-NN-1	1052588		RO-NN-1					GCF_000227485.1-RS_2025_06_27	Complete Genome	2011-10-05		1	
ASM3340303v1	GCF_033403035.1	GCA_033403035.1	Bacillus subtilis	1423					FELIX_MS886		GCF_033403035.1-RS_2025_01_23	Complete Genome	2023-11-07		1	
ASM3775789v1	GCF_037757895.1	GCA_037757895.1	Bacillus subtilis	1423					FELIX_MS620		GCF_037757895.1-RS_2025_04_28	Complete Genome	2024-04-06		3	
ASM3437750v1	GCF_034377505.1	GCA_034377505.1	Bacillus subtilis	1423					FELIX_MS255		GCF_034377505.1-RS_2025_02_18	Complete Genome	2023-12-14		1	
ASM3775411v1	GCF_037754115.1	GCA_037754115.1	Bacillus subtilis	1423					FELIX_MS513		GCF_037754115.1-RS_2025_04_28	Complete Genome	2024-04-05		2	
ASM3775154v1	GCF_037751545.1	GCA_037751545.1	Bacillus subtilis	1423					FELIX_MS509		GCF_037751545.1-RS_2025_04_28	Complete Genome	2024-04-05		2	
ASM3775320v1	GCF_037753205.1	GCA_037753205.1	Bacillus subtilis	1423					FELIX_MS512		GCF_037753205.1-RS_2025_04_28	Complete Genome	2024-04-05		2	
ASM3774784v1	GCF_037747845.1	GCA_037747845.1	Bacillus subtilis	1423					FELIX_MS499		GCF_037747845.1-RS_2025_04_27	Complete Genome	2024-04-05		2	
ASM3774998v1	GCF_037749985.1	GCA_037749985.1	Bacillus subtilis	1423					FELIX_MS506		GCF_037749985.1-RS_2025_04_28	Complete Genome	2024-04-06		2	
ASM3339209v1	GCF_033392095.1	GCA_033392095.1	Bacillus subtilis	1423					FELIX_MS382		GCF_033392095.1-RS_2025_01_22	Complete Genome	2023-11-07		1	
ASM3775514v1	GCF_037755145.1	GCA_037755145.1	Bacillus subtilis	1423					FELIX_MS521		GCF_037755145.1-RS_2025_04_27	Complete Genome	2024-04-05		2	
ASM3774925v1	GCF_037749255.1	GCA_037749255.1	Bacillus subtilis	1423					FELIX_MS504		GCF_037749255.1-RS_2025_04_28	Complete Genome	2024-04-06		2	
ASM3991702v1	GCF_039917025.1	GCA_039917025.1	Bacillus subtilis subsp. subtilis	135461					FELIX_MS9		GCF_039917025.1-RS_2025_06_08	Complete Genome	2024-05-31		1	
ASM4000830v1	GCF_040008305.1	GCA_040008305.1	Bacillus subtilis subsp. subtilis	135461					FELIX_MS22		GCF_040008305.1-RS_2025_06_10	Complete Genome	2024-06-03		1	
ASM3774253v1	GCF_037742535.1	GCA_037742535.1	Bacillus subtilis subsp. subtilis	135461					FELIX_MS438		GCF_037742535.1-RS_2025_04_27	Complete Genome	2024-04-05		1	
ASM4000828v1	GCF_040008285.1	GCA_040008285.1	Bacillus subtilis subsp. subtilis	135461					FELIX_MS21		GCF_040008285.1-RS_2025_06_10	Complete Genome	2024-06-03		2	
ASM3774076v1	GCF_037740765.1	GCA_037740765.1	Bacillus subtilis subsp. subtilis	135461					FELIX_MS361		GCF_037740765.1-RS_2025_04_28	Complete Genome	2024-04-05		1	
ASM2854158v1	GCF_028541585.1	GCA_028541585.1	Bacillus subtilis subsp. subtilis	135461		Master_strain					GCF_028541585.1-RS_2025_03_26	Complete Genome	2023-02-07		1	
ASM2854156v1	GCF_028541565.1	GCA_028541565.1	Bacillus subtilis subsp. subtilis	135461		MGP001					GCF_028541565.1-RS_2025_03_26	Complete Genome	2023-02-07		1	
ASM2854154v1	GCF_028541545.1	GCA_028541545.1	Bacillus subtilis subsp. subtilis	135461		MGP003					GCF_028541545.1-RS_2025_03_26	Complete Genome	2023-02-07		1	
ASM2854142v1	GCF_028541425.1	GCA_028541425.1	Bacillus subtilis subsp. subtilis	135461		MGP008					GCF_028541425.1-RS_2025_03_26	Complete Genome	2023-02-07		1	
