Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Type Material Display Text
ASM19675v1	GCF_000196755.1	GCA_000196755.1	Helicobacter pylori B8	693745		B8					GCF_000196755.1-RS_2026_02_10	Complete Genome	2010-06-15		2	
ASM30783v1	GCF_000307835.1	GCA_000307835.1	Helicobacter pylori Rif2	1234600		Rif2					GCF_000307835.1-RS_2026_02_02	Complete Genome	2012-10-23		1	
ASM30781v1	GCF_000307815.1	GCA_000307815.1	Helicobacter pylori Rif1	1234365		Rif1					GCF_000307815.1-RS_2026_01_27	Complete Genome	2012-10-23		1	
ASM82913v1	GCF_000829135.1	GCA_000829135.1	Helicobacter pylori 26695-1CH	1391728		26695-1CH					GCF_000829135.1-RS_2026_02_11	Complete Genome	2013-10-01		1	
ASM82911v1	GCF_000829115.1	GCA_000829115.1	Helicobacter pylori 26695-1CL	1391727		26695-1CL					GCF_000829115.1-RS_2026_02_11	Complete Genome	2013-10-01		1	
ASM27736v1	GCF_000277365.1	GCA_000277365.1	Helicobacter pylori Shi417	1163739		Shi417					GCF_000277365.1-RS_2026_01_10	Complete Genome	2012-04-19		1	
ASM25595v1	GCF_000255955.1	GCA_000255955.1	Helicobacter pylori ELS37	1055527		ELS37					GCF_000255955.1-RS_2026_01_15	Complete Genome	2012-03-23		2	
ASM27740v1	GCF_000277405.1	GCA_000277405.1	Helicobacter pylori Shi112	1163740		Shi112					GCF_000277405.1-RS_2026_01_10	Complete Genome	2012-04-19		1	
ASM33383v2	GCF_000333835.2	GCA_000333835.2	Helicobacter pylori A45	1231719		A45					GCF_000333835.2-RS_2025_07_16	Complete Genome	2020-05-18		2	
ASM27742v1	GCF_000277425.1	GCA_000277425.1	Helicobacter pylori PeCan18	1163742		PeCan18					GCF_000277425.1-RS_2026_01_10	Complete Genome	2012-04-19		1	
ASM49833v1	GCF_000498335.1	GCA_000498335.1	Helicobacter pylori BM012S	1407463		BM012S					GCF_000498335.1-RS_2026_02_24	Complete Genome	2013-11-22		1	
ASM49831v1	GCF_000498315.1	GCA_000498315.1	Helicobacter pylori BM012A	1407462		BM012A					GCF_000498315.1-RS_2024_12_11	Complete Genome	2013-11-22		1	
ASM14885v1	GCF_000148855.1	GCA_000148855.1	Helicobacter pylori SJM180	765962		SJM180					GCF_000148855.1-RS_2026_01_10	Complete Genome	2010-10-01		1	
ASM18524v1	GCF_000185245.1	GCA_000185245.1	Helicobacter pylori SouthAfrica7	907239		SouthAfrica7					GCF_000185245.1-RS_2026_01_15	Complete Genome	2011-01-06		2	
ASM68562v1	GCF_000685625.1	GCA_000685625.1	Helicobacter pylori J166	102611		J166					GCF_000685625.1-RS_2025_03_24	Complete Genome	2014-05-08		1	
ASM22455v1	GCF_000224555.1	GCA_000224555.1	Helicobacter pylori Puno135	1055529		Puno135					GCF_000224555.1-RS_2026_01_10	Complete Genome	2011-08-26		1	
ASM60008v1	GCF_000600085.1	GCA_000600085.1	Helicobacter pylori oki112	1382921		oki112					GCF_000600085.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM14889v1	GCF_000148895.1	GCA_000148895.1	Helicobacter pylori Cuz20	765964		Cuz20					GCF_000148895.1-RS_2026_01_10	Complete Genome	2010-10-01		1	
ASM60022v1	GCF_000600225.1	GCA_000600225.1	Helicobacter pylori oki898	1382927		oki898					GCF_000600225.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM60016v1	GCF_000600165.1	GCA_000600165.1	Helicobacter pylori oki422	1382924		oki422					GCF_000600165.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM60004v1	GCF_000600045.1	GCA_000600045.1	Helicobacter pylori oki102	1382920		oki102					GCF_000600045.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM14887v1	GCF_000148875.1	GCA_000148875.1	Helicobacter pylori PeCan4	765963		PeCan4					GCF_000148875.1-RS_2026_01_10	Complete Genome	2010-10-01		2	
ASM22453v1	GCF_000224535.1	GCA_000224535.1	Helicobacter pylori Puno120	1055528		Puno120					GCF_000224535.1-RS_2026_01_15	Complete Genome	2011-08-26		2	
ASM18522v1	GCF_000185225.1	GCA_000185225.1	Helicobacter pylori Lithuania75	907237		Lithuania75					GCF_000185225.1-RS_2026_01_23	Complete Genome	2011-01-06		2	
ASM21313v1	GCF_000213135.1	GCA_000213135.1	Helicobacter pylori 83	585538		83					GCF_000213135.1-RS_2026_01_10	Complete Genome	2011-05-11		1	
ASM27738v1	GCF_000277385.1	GCA_000277385.1	Helicobacter pylori Shi169	1163741		Shi169					GCF_000277385.1-RS_2026_01_10	Complete Genome	2012-04-19		1	
ASM34886v1	GCF_000348865.1	GCA_000348865.1	Helicobacter pylori OK113	1248725		OK113					GCF_000348865.1-RS_2026_02_16	Complete Genome	2013-03-11		1	
ASM31595v1	GCF_000315955.1	GCA_000315955.1	Helicobacter pylori Aklavik117	1055531		Aklavik117					GCF_000315955.1-RS_2026_01_23	Complete Genome	2012-11-26		3	
ASM2024v1	GCF_000020245.1	GCA_000020245.1	Helicobacter pylori Shi470	512562		Shi470					GCF_000020245.1-RS_2026_01_15	Complete Genome	2008-06-09		1	
ASM22457v1	GCF_000224575.1	GCA_000224575.1	Helicobacter pylori SNT49	1055530		Santal49					GCF_000224575.1-RS_2026_01_10	Complete Genome	2011-08-26		2	
ASM60020v1	GCF_000600205.1	GCA_000600205.1	Helicobacter pylori oki828	1382926		oki828					GCF_000600205.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM60014v1	GCF_000600145.1	GCA_000600145.1	Helicobacter pylori oki154	1382923		oki154					GCF_000600145.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM25923v1	GCF_000259235.1	GCA_000259235.1	Helicobacter pylori HUP-B14	1163743		HUP-B14					GCF_000259235.1-RS_2026_01_10	Complete Genome	2012-04-19		2	
ASM1324v1	GCF_000013245.1	GCA_000013245.1	Helicobacter pylori HPAG1	357544		HPAG1					GCF_000013245.1-RS_2025_04_15	Complete Genome	2006-06-07		2	
ASM60018v1	GCF_000600185.1	GCA_000600185.1	Helicobacter pylori oki673	1382925		oki673					GCF_000600185.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM39247v3	GCF_000392475.3	GCA_000392475.3	Helicobacter pylori UM299	1321938		UM299					GCF_000392475.3-RS_2025_12_16	Complete Genome	2014-09-15		1	
ASM43929v2	GCF_000439295.2	GCA_000439295.2	Helicobacter pylori UM298	1321941		UM298					GCF_000439295.2-RS_2025_04_04	Complete Genome	2014-09-19		1	
ASM39245v3	GCF_000392455.3	GCA_000392455.3	Helicobacter pylori UM032	1311573		UM032					GCF_000392455.3-RS_2025_12_16	Complete Genome	2014-09-15		1	
ASM34888v1	GCF_000348885.1	GCA_000348885.1	Helicobacter pylori OK310	1248726		OK310					GCF_000348885.1-RS_2026_02_11	Complete Genome	2013-03-11		2	
ASM1172v1	GCF_000011725.1	GCA_000011725.1	Helicobacter pylori 51	290847		51					GCF_000011725.1-RS_2025_01_10	Complete Genome	2012-05-16		1	
ASM9318v1	GCF_000093185.1	GCA_000093185.1	Helicobacter pylori v225d	637913		v225d					GCF_000093185.1-RS_2025_03_27	Complete Genome	2010-06-03		2	
ASM27004v1	GCF_000270045.1	GCA_000270045.1	Helicobacter pylori F32	102608		F32					GCF_000270045.1-RS_2026_02_16	Complete Genome	2011-01-07		2	
ASM9134v1	GCF_000091345.1	GCA_000091345.1	Helicobacter pylori B38	592205		B38					GCF_000091345.1-RS_2026_02_10	Complete Genome	2009-07-15		1	
ASM27000v1	GCF_000270005.1	GCA_000270005.1	Helicobacter pylori F16	866344		F16					GCF_000270005.1-RS_2026_02_10	Complete Genome	2011-01-07		1	
ASM27002v1	GCF_000270025.1	GCA_000270025.1	Helicobacter pylori F30	866345		F30					GCF_000270025.1-RS_2026_02_10	Complete Genome	2011-01-07		2	
ASM2380v1	GCF_000023805.1	GCA_000023805.1	Helicobacter pylori 52	684950		52					GCF_000023805.1-RS_2026_01_10	Complete Genome	2009-10-21		1	
ASM17893v2	GCF_000178935.2	GCA_000178935.2	Helicobacter pylori 35A	585535		35A					GCF_000178935.2-RS_2026_01_15	Complete Genome	2010-12-29		1	
ASM19233v1	GCF_000192335.1	GCA_000192335.1	Helicobacter pylori 2018	985080		2018					GCF_000192335.1-RS_2026_02_02	Complete Genome	2011-03-15		1	
ASM14891v1	GCF_000148915.1	GCA_000148915.1	Helicobacter pylori Sat464	794851		Sat464					GCF_000148915.1-RS_2026_01_10	Complete Genome	2010-10-01		2	
ASM60012v1	GCF_000600125.1	GCA_000600125.1	Helicobacter pylori oki128	1382922		oki128					GCF_000600125.1-RS_2026_01_24	Complete Genome	2014-03-25		1	
ASM19231v1	GCF_000192315.1	GCA_000192315.1	Helicobacter pylori 2017	985081		2017					GCF_000192315.1-RS_2025_09_04	Complete Genome	2011-03-15		1	
ASM31787v1	GCF_000317875.1	GCA_000317875.1	Helicobacter pylori Aklavik86	1055532		Aklavik86					GCF_000317875.1-RS_2026_01_23	Complete Genome	2012-11-26		3	
